zip,value
52004,1646892
52005,2916426
52006,2145692
52007,2494080
52008,2154724
52009,3442339
52010,3445185
52011,2975787
52012,2048236
52013,1583662
52014,2550772
52015,3921865
52016,3644601
52017,1232810
52018,3363136
52019,1233197
52020,3788779
52021,1997788
52022,3013037
52023,3903526
52024,1577834
52025,1717372
52026,3867017
52027,2351250
52028,2737668
52029,1962258
52030,1974868
52031,3422805
52032,1950758
52033,3688551
52034,2083962
52035,1424412
52036,3376556
52037,2945815
52038,2036749
52039,2327943
52040,2633060
52041,1183280
52042,2189108
52043,2656782
52044,1513314
52045,1448653
52046,3160922
52047,1688682
52048,1823395
52049,3847668
52050,3598739
52051,3998549
52052,3503054
52053,1263089
52054,3176503
52055,3626526
52056,1195659
52057,3822431
52058,3705236
52059,1356613
52060,3441234
52061,3331074
52062,2389093
52063,2677312
52064,3574871
52065,3659536
52066,2517928
52067,3201142
52068,2103242
52069,1430209
52070,1270064
52071,3129005
52072,2975762
52073,2787128
52074,1004717
52075,1860627
52076,1752655
52077,1070353
52078,2453477
52079,1495173
52080,2355694
52081,3052734
52082,1107242
52083,3576299
52084,2011603
52085,2692510
52086,1387293
52087,3826180
52088,2111352
52089,2793641
52090,3685980
52091,2269356
52092,2104870
52093,2134068
52094,3057673
52095,3860746
52096,2284507
52097,3482873
52098,1168820
52099,2441199
52100,2562566
52101,1818654
52102,2315284
52103,1050358
52104,2745784
52105,2673166
52106,3283074
52107,3323022
52108,2137583
52109,3143113
52110,1727324
52111,3807999
52112,2752611
52113,1795925
52114,1605383
52115,2824109
52116,1557272
52117,1737894
52118,2915743
52119,3047974
52120,3224954
52121,3694663
52122,1042917
52123,3959564
52124,2745290
52125,2736865
52126,2217612
52127,3644981
52128,1218604
52129,3885019
52130,2677700
52131,1420097
52132,2972288
52133,1852521
52134,2194330
52135,2616077
52136,2765323
52137,3229107
52138,1023903
52139,1620014
52140,2524669
52141,1801922
52142,1324716
52143,1441752
52144,3157309
52145,3515456
52146,2644661
52147,2187966
52148,3489721
52149,2992172
52150,1287426
52151,2383471
52152,1348235
52153,2914705
52154,1572467
52155,3861791
52156,2253884
52157,2178102
52158,3137500
52159,1705655
52160,1146791
52161,1597417
52162,3894159
52163,1040502
52164,1067355
52165,3712685
52166,1918062
52167,2509408
52168,2239892
52169,2815654
52170,2241395
52171,2993950
52172,2436791
52173,3143131
52174,2722966
52175,2256502
52176,1465117
52177,1606107
52178,2433046
52179,3297477
52180,1110774
52181,1276428
52182,3647171
52183,2113581
52184,1312692
52185,2972288
52186,3901712
52187,2054232
52188,1762709
52189,2756350
52190,1659868
52191,2354920
52192,2331490
52193,1040452
52194,1418973
52195,3012754
52196,2123179
52197,2282321
52198,3441275
52199,3554171
52200,1689353
52201,1102879
52202,1131426
52203,2253426
52204,3680895
52205,3864697
52206,2842317
52207,2622879
52208,3526215
52209,3587778
52210,3845458
52211,3787678
52212,2240005
52213,1231025
52214,2629032
52215,3803384
52216,3905945
52217,2081836
52218,2704415
52219,1095412
52220,3004190
52221,3529136
52222,1686386
52223,3949980
52224,1195999
52225,3308594
52226,2989921
52227,3587892
52228,1559376
52229,1472327
52230,2129234
52231,3792518
52232,3852032
52233,1488498
52234,3723585
52235,1591588
52236,3028966
52237,2797598
52238,1537213
52239,3148135
52240,1918039
52241,2376159
52242,1971249
52243,2984197
52244,2667145
52245,3727356
52246,2141362
52247,1165998
52248,2254601
52249,1461918
52250,1703507
52251,1130825
52252,2978219
52253,2544893
52254,2031947
52255,2220186
52256,1232109
52257,3974485
52258,3283124
52259,1678654
52260,1740959
52261,1309199
52262,2966141
52263,3873035
52264,2530329
52265,2124880
52266,2462431
52267,3720058
52268,2564839
52269,1294457
52270,1983835
52271,2111908
52272,3036346
52273,3213435
52274,1670621
52275,1382406
52276,1994745
52277,1518579
52278,2103258
52279,1626634
52280,1971568
52281,3698058
52282,2581243
52283,1916205
52284,1698869
52285,1367056
52286,2054352
52287,3583430
52288,3781576
52289,2615437
52290,1329879
52291,3899397
52292,2733464
52293,3218914
52294,1772333
52295,3459143
52296,1573981
52297,2134025
52298,1889397
52299,2365004
52300,1652836
52301,2837108
52302,1845394
52303,3832787
52304,2183678
52305,1987554
52306,3880186
52307,1360288
52308,2176202
52309,3753993
52310,1774214
52311,3922572
52312,3547668
52313,2412931
52314,3194577
52315,3814361
52316,2979514
52317,3723484
52318,3265257
52319,1194429
52320,2645735
52321,2823260
52322,2756774
52323,3084853
52324,2882346
52325,3544498
52326,1253537
52327,3263840
52328,1612618
52329,2357403
52330,2784705
52331,1957867
52332,2578470
52333,1370856
52334,3703290
52335,1439657
52336,3902207
52337,2604507
52338,2163050
52339,3993061
52340,1588603
52341,2576064
52342,2651340
52343,3323967
52344,2105762
52345,3298423
52346,2354011
52347,2132479
52348,3082707
52349,3707423
52350,2782472
52351,1108133
52352,1276313
52353,1514907
52354,2109907
52355,3714302
52356,3415728
52357,3086474
52358,3299453
52359,3127106
52360,3127873
52361,1891858
52362,1266403
52363,2123543
52364,3627369
52365,1379870
52366,1985805
52367,3913620
52368,1143587
52369,2010120
52370,2804210
52371,1770199
52372,2756522
52373,1770066
52374,1534589
52375,3475430
52376,2117981
52377,3983716
52378,2250765
52379,2392981
52380,1498692
52381,1778386
52382,3108367
52383,1271299
52384,2945381
52385,3711230
52386,1228359
52387,3443521
52388,1873809
52389,2839871
52390,3704177
52391,3342911
52392,3607062
52393,2630961
52394,3550181
52395,1643886
52396,2805726
52397,3441245
52398,2196028
52399,1403681
52400,1443073
52401,1713854
52402,3873535
52403,2411774
52404,1541909
52405,1423876
52406,1528625
52407,2250392
52408,1349328
52409,2995566
52410,3896859
52411,3531971
52412,1628389
52413,3707019
52414,1958443
52415,3253913
52416,1878967
52417,3325354
52418,2471696
52419,1068067
52420,1266938
52421,3283144
52422,1944403
52423,3158674
52424,3656148
52425,3352392
52426,3523062
52427,3699490
52428,2028182
52429,2967471
52430,3301112
52431,3868344
52432,1370109
52433,1592355
52434,3737068
52435,1021117
52436,1971711
52437,2265674
52438,3921316
52439,2193264
52440,2931105
52441,1224407
52442,1886334
52443,2665785
52444,1307963
52445,3944359
52446,3064931
52447,1412650
52448,3950784
52449,3122784
52450,1231182
52451,3279970
52452,1079240
52453,3409477
52454,1694397
52455,3225172
52456,2787384
52457,2555040
52458,3725623
52459,3922337
52460,1463694
52461,2086545
52462,1647131
52463,2334756
52464,1226129
52465,3492891
52466,3221561
52467,2716364
52468,3447059
52469,1991304
52470,2239791
52471,1569506
52472,3138712
52473,3120057
52474,3691194
52475,3407982
52476,2042206
52477,1511083
52478,3671411
52479,1545815
52480,3904359
52481,2838754
52482,1499460
52483,2049077
52484,3853591
52485,3118914
52486,3784409
52487,2722543
52488,3203030
52489,2636637
52490,1107092
52491,1024457
52492,2260335
52493,1246774
52494,2572763
52495,1767366
52496,1325751
52497,2560626
52498,3104973
52499,3453772
52500,3247689
52501,1504016
52502,3220625
52503,3402207
52504,2683779
52505,2308162
52506,1576918
52507,3872308
52508,1540750
52509,1790314
52510,3286176
52511,1196777
52512,3405725
52513,3422635
52514,3494937
52515,2517630
52516,1439101
52517,3156780
52518,1018397
52519,2992200
52520,1491008
52521,3409088
52522,2644572
52523,3991240
52524,1394932
52525,1445187
52526,3640879
52527,2185853
52528,1266219
52529,3873672
52530,2531763
52531,1703599
52532,2696198
52533,2245678
52534,3358669
52535,1062675
52536,3969045
52537,1932089
52538,3511678
52539,1921177
52540,3061575
52541,1897991
52542,3667525
52543,3389395
52544,3789644
52545,3052658
52546,3806565
52547,2476398
52548,1884062
52549,1698450
52550,1113503
52551,2318250
52552,3316033
52553,2801348
52554,3264015
52555,3535141
52556,2115900
52557,1537559
52558,3129682
52559,1786698
52560,1872911
52561,1894412
52562,3488071
52563,1377688
52564,2359803
52565,1632263
52566,3565831
52567,1180550
52568,1687757
52569,1959908
52570,3082957
52571,2344988
52572,2559675
52573,3482336
52574,1406493
52575,1530090
52576,2161390
52577,1666918
52578,3931963
52579,2858926
52580,2840397
52581,1151400
52582,1162948
52583,1179168
52584,1375361
52585,3834648
52586,1691255
52587,2365697
52588,3744375
52589,2719072
52590,3583851
52591,2425386
52592,2667543
52593,3685745
52594,2245593
52595,1566303
52596,3950011
52597,3607738
52598,3659066
52599,3229149
52600,3334191
52601,3936219
52602,1031250
52603,2701560
52604,1816475
52605,1770434
52606,1189369
52607,2976414
52608,3337313
52609,3655439
52610,2984861
52611,1867879
52612,3961783
52613,1625572
52614,2365209
52615,3046444
52616,1966613
52617,2921137
52618,3445436
52619,1485446
52620,2459400
52621,3861043
52622,2519750
52623,2888412
52624,2917096
52625,3233209
52626,1662562
52627,2361438
52628,3489748
52629,2846255
52630,1125863
52631,3347162
52632,1281537
52633,3347506
52634,1782379
52635,2498062
52636,3357627
52637,3289772
52638,3599417
52639,3564408
52640,3399302
52641,3420790
52642,1642286
52643,3224435
52644,2661221
52645,1543891
52646,3879039
52647,3691519
52648,3738528
52649,1344038
52650,3141055
52651,2731447
52652,3641452
52653,2152506
52654,2989853
52655,3927854
52656,1728668
52657,3993240
52658,1247660
52659,3793241
52660,1958755
52661,1791196
52662,2555687
52663,1299585
52664,3688086
52665,2239321
52666,1464195
52667,3657530
52668,3970894
52669,3772334
52670,2074541
52671,1384358
52672,1135659
52673,2000416
52674,1044726
52675,3667828
52676,2375826
52677,3093578
52678,1715713
52679,1443593
52680,3554689
52681,3128102
52682,1061139
52683,1911150
52684,2245838
52685,1821052
52686,1898988
52687,2379784
52688,3014637
52689,2630018
52690,2648629
52691,2895247
52692,1909521
52693,1035858
52694,1561750
52695,2205760
52696,3889231
52697,2992331
52698,2058791
52699,2710721
52700,2197874
52701,1968777
52702,3994712
52703,2885000
52704,1122818
52705,3877636
52706,3573929
52707,3084984
52708,3547363
52709,2937265
52710,1049373
52711,1088929
52712,1713450
52713,3451946
52714,2507360
52715,1926870
52716,1097570
52717,3862715
52718,1559867
52719,2596985
52720,2396860
52721,3307937
52722,1929854
52723,3149158
52724,2669359
52725,1567223
52726,2964586
52727,2150585
52728,1911741
52729,1002857
52730,3765885
52731,3636415
52732,2842372
52733,2096165
52734,3222713
52735,1984998
52736,2081587
52737,1690453
52738,2076918
52739,2588675
52740,3783008
52741,2893585
52742,1239920
52743,3421756
52744,2471459
52745,3547017
52746,3734243
52747,2256820
52748,3157443
52749,3299536
52750,3844576
52751,3464975
52752,1275410
52753,3731180
52754,3162062
52755,1895997
52756,3063282
52757,2773969
52758,3289305
52759,2595600
52760,2914037
52761,2060262
52762,3299569
52763,2375239
52764,1610246
52765,2330934
52766,1258553
52767,2403645
52768,2410256
52769,2233063
52770,1001561
52771,3152170
52772,1084310
52773,2447654
52774,2176189
52775,3959595
52776,1537201
52777,2612881
52778,1847362
52779,2952923
52780,2632200
52781,2148986
52782,3163848
52783,3447570
52784,3744139
52785,3033746
52786,1260121
52787,1550157
52788,1961623
52789,3946867
52790,3100359
52791,1786508
52792,2826522
52793,3306928
52794,1653798
52795,2558369
52796,1806017
52797,2644904
52798,2517942
52799,3857715
52800,1104756
52801,1570215
52802,3945467
52803,2037162
52804,1906391
52805,1530173
52806,3730217
52807,1828746
52808,1037323
52809,2898495
52810,3550293
52811,2239824
52812,2043252
52813,3836487
52814,3718654
52815,2024088
52816,3140062
52817,1505749
52818,3858334
52819,2171442
52820,3462228
52821,3916491
52822,1306749
52823,2845489
52824,3382923
52825,2330387
52826,1886010
52827,3088235
52828,2426219
52829,2072999
52830,1636913
52831,3990063
52832,2320791
52833,2877313
52834,2598526
52835,3226062
52836,3205548
52837,1135520
52838,1927208
52839,2043150
52840,1941123
52841,2739410
52842,1622740
52843,2432872
52844,1295427
52845,2894353
52846,2511296
52847,2213171
52848,2083166
52849,2920880
52850,1154947
52851,1588251
52852,3109010
52853,1823866
52854,3116406
52855,3048812
52856,1130334
52857,1958264
52858,2911142
52859,1166945
52860,3883667
52861,1045323
52862,1507654
52863,2721641
52864,3938713
52865,2890541
52866,3515901
52867,1297856
52868,2154949
52869,1536605
52870,3572913
52871,1371264
52872,1539112
52873,3219619
52874,2812344
52875,3060294
52876,3897876
52877,1157658
52878,1250175
52879,2900590
52880,3323846
52881,2169477
52882,1545774
52883,3032160
52884,1575229
52885,1667942
52886,3571095
52887,1530441
52888,3139720
52889,3668716
52890,1277255
52891,3397914
52892,1545011
52893,2333968
52894,2875111
52895,1981327
52896,2766652
52897,3131715
52898,2485035
52899,3774208
52900,1748819
52901,3521384
52902,2425632
52903,1874298
52904,2354164
52905,3528711
52906,2816721
52907,2265786
52908,3131546
52909,1742715
52910,2272091
52911,1442765
52912,3515456
52913,1504919
52914,3368512
52915,2970526
52916,1898365
52917,2682255
52918,3302237
52919,2388234
52920,1785289
52921,3088407
52922,2771515
52923,2599506
52924,1558471
52925,3315357
52926,2357107
52927,1165087
52928,3988861
52929,1658693
52930,3050608
52931,1137314
52932,1934378
52933,2778769
52934,1615269
52935,1475295
52936,2369816
52937,1212956
52938,1059989
52939,3837798
52940,2697626
52941,1627950
52942,1122548
52943,3178032
52944,2735376
52945,3187367
52946,3995543
52947,2164672
52948,3754912
52949,1614829
52950,2625016
52951,3994087
52952,1506579
52953,3176484
52954,1909486
52955,3727356
52956,2224865
52957,3725154
52958,1849084
52959,2547177
52960,1221232
52961,1709358
52962,1448093
52963,2169422
52964,1269151
52965,1780588
52966,3360179
52967,1451878
52968,3692536
52969,2398163
52970,2489957
52971,1533919
52972,2116911
52973,3274533
52974,3343564
52975,1168877
52976,3053241
52977,3679373
52978,1196288
52979,1985810
52980,2879253
52981,3801439
52982,3233332
52983,3676193
52984,2244270
52985,1577372
52986,1226856
52987,1882425
52988,2969696
52989,2274993
52990,2047930
52991,3257372
52992,2487359
52993,1506042
52994,3366530
52995,2860686
52996,2752059
52997,3093168
52998,1319764
52999,3542943
53000,3037951
53001,1025384
53002,2054301
53003,2407500
53004,2675029
53005,1103552
53006,3868458
53007,1848511
53008,2961331
53009,3339395
53010,1332898
53011,2186513
53012,3368443
53013,2188962
53014,2962409
53015,3868660
53016,1382134
53017,1634993
53018,1281089
53019,2955452
53020,1632214
53021,2602167
53022,2901440
53023,2277631
53024,3356941
53025,2876750
53026,1312977
53027,3187926
53028,1410098
53029,3368595
53030,2157961
53031,3596931
53032,3343270
53033,1426221
53034,1109518
53035,2746917
53036,3029464
53037,2913601
53038,2245804
53039,3334631
53040,1089079
53041,3828554
53042,1310194
53043,1768603
53044,1727295
53045,1212788
53046,2793379
53047,3345217
53048,1700727
53049,1216848
53050,1732416
53051,3432273
53052,2461306
53053,3469651
53054,1721735
53055,3233758
53056,3783831
53057,2984330
53058,2576861
53059,3521264
53060,2186443
53061,3670320
53062,3065842
53063,2281488
53064,1913359
53065,2402065
53066,2276256
53067,1923062
53068,2836548
53069,2339448
53070,3837000
53071,2554869
53072,3547562
53073,2084407
53074,3855533
53075,1971351
53076,1335623
53077,3898920
53078,1165596
53079,2840233
53080,2766441
53081,3573300
53082,2932991
53083,1876427
53084,3301267
53085,1878044
53086,3077942
53087,3565873
53088,2420431
53089,2612025
53090,3084652
53091,2054617
53092,2755148
53093,3968783
53094,3824022
53095,1164545
53096,2516918
53097,1631077
53098,1988298
53099,3369448
53100,1166590
53101,3691504
53102,2015981
53103,1721424
53104,2128749
53105,2013327
53106,2091010
53107,3950651
53108,1664494
53109,2332326
53110,2436181
53111,2510647
53112,3624517
53113,2928701
53114,2544436
53115,1178385
53116,2621131
53117,3865829
53118,3296943
53119,3506047
53120,3893687
53121,2771723
53122,3610010
53123,3570486
53124,2620484
53125,2425267
53126,1053004
53127,3126592
53128,1077191
53129,2209179
53130,1179346
53131,3693187
53132,1847692
53133,1572430
53134,3078965
53135,1089324
53136,1426865
53137,3077533
53138,1540758
53139,3174912
53140,1340882
53141,1810070
53142,2551733
53143,2899970
53144,3843520
53145,2300638
53146,3634463
53147,3141561
53148,3397864
53149,1149457
53150,1251489
53151,3287598
53152,2518128
53153,1387670
53154,2708230
53155,3173919
53156,3948437
53157,1594996
53158,3277745
53159,1524796
53160,1144399
53161,2399195
53162,3097270
53163,2372082
53164,2701100
53165,2503528
53166,1974085
53167,1912795
53168,1340139
53169,1903678
53170,3000132
53171,3406257
53172,3894011
53173,2155935
53174,3583074
53175,2967771
53176,3380184
53177,1787534
53178,1432383
53179,3799409
53180,2761329
53181,1946398
53182,1324329
53183,1132698
53184,3207068
53185,2117664
53186,1777165
53187,3180337
53188,1974477
53189,2454720
53190,1237435
53191,1749893
53192,2308003
53193,2084715
53194,2920167
53195,1540318
53196,3473653
53197,2330358
53198,2812489
53199,2834182
53200,3442032
53201,1974263
53202,2668754
53203,1725904
53204,3162630
53205,1441611
53206,3821162
53207,1031526
53208,3512260
53209,2434926
53210,2026162
53211,1420649
53212,3629470
53213,1702033
53214,1333080
53215,3174921
53216,3012585
53217,2098876
53218,2966751
53219,1506605
53220,1358998
53221,3829541
53222,3105076
53223,1968009
53224,1455268
53225,2394251
53226,1704047
53227,2859385
53228,3765406
53229,3056900
53230,1856558
53231,3222115
53232,1295124
53233,3084855
53234,3489179
53235,2506930
53236,1713742
53237,2829945
53238,3088826
53239,3131461
53240,2417126
53241,3003166
53242,1020926
53243,2679538
53244,2804451
53245,3838419
53246,2730178
53247,2212716
53248,3113703
53249,2554187
53250,1149055
53251,2200712
53252,3251887
53253,2263589
53254,3106082
53255,3124690
53256,1405113
53257,2798506
53258,1072818
53259,3942365
53260,1707454
53261,2342646
53262,3824571
53263,3041316
53264,2684480
53265,1690307
53266,1492128
53267,3842623
53268,2243448
53269,2394169
53270,2090941
53271,1975709
53272,2632705
53273,3106536
53274,2211550
53275,1628573
53276,2883839
53277,3179301
53278,3993916
53279,3205037
53280,1937087
53281,3098091
53282,1712718
53283,3056625
53284,3225462
53285,3806661
53286,2768781
53287,3515008
53288,3015371
53289,2179315
53290,3138028
53291,2359446
53292,1182390
53293,2056945
53294,1697538
53295,3720121
53296,1382106
53297,1414556
53298,2366186
53299,1369731
53300,2463015
53301,3540998
53302,2584933
53303,2225856
53304,3626556
53305,3541521
53306,2182839
53307,3431069
53308,1268881
53309,3235055
53310,2143459
53311,2086264
53312,1484612
53313,1870539
53314,3742299
53315,3160827
53316,3234691
53317,1424843
53318,1994924
53319,1212840
53320,2883588
53321,2905675
53322,2045468
53323,1234588
53324,2829102
53325,3112879
53326,1538287
53327,1160495
53328,1691833
53329,1721267
53330,2909558
53331,3322151
53332,2327049
53333,2767187
53334,1138127
53335,1079342
53336,2342704
53337,1682509
53338,1752107
53339,1503176
53340,2341870
53341,1917133
53342,1192674
53343,2964724
53344,3736095
53345,3664817
53346,2247037
53347,3486813
53348,1830472
53349,1187761
53350,3447256
53351,1647077
53352,3554512
53353,2917025
53354,1610666
53355,3268577
53356,3802703
53357,1766915
53358,1253989
53359,3807519
53360,1726791
53361,3333153
53362,3129414
53363,3490954
53364,1531318
53365,2098055
53366,1846993
53367,1948653
53368,2255097
53369,2642487
53370,2319150
53371,3839232
53372,2138377
53373,3679839
53374,2489770
53375,3327606
53376,3167073
53377,2820789
53378,1359497
53379,2654940
53380,1356383
53381,3045480
53382,3769772
53383,2925651
53384,2049496
53385,1941996
53386,1991855
53387,2405563
53388,3568096
53389,3240463
53390,2350774
53391,1302506
53392,1343175
53393,1000566
53394,3697931
53395,1001445
53396,3978985
53397,1777764
53398,2071861
53399,2107137
53400,3507973
53401,1149467
53402,2223911
53403,3743115
53404,1861939
53405,3753228
53406,2932388
53407,2380320
53408,3190382
53409,3800333
53410,1830613
53411,3528170
53412,1373023
53413,3934568
53414,3655136
53415,1429018
53416,1478040
53417,2850980
53418,2871142
53419,1342936
53420,2383469
53421,2300516
53422,1370936
53423,3507873
53424,3549232
53425,1551638
53426,1444490
53427,1232252
53428,1224083
53429,1448428
53430,3743932
53431,2123137
53432,3978115
53433,3171706
53434,3065249
53435,1937723
53436,3364744
53437,3672322
53438,3032311
53439,3245843
53440,3810900
53441,3489356
53442,3148523
53443,1502830
53444,3333514
53445,2862632
53446,2394354
53447,2455800
53448,1255029
53449,1282493
53450,2963364
53451,1791848
53452,2433553
53453,1809681
53454,3680441
53455,3548980
53456,2706817
53457,2733465
53458,3398617
53459,3452926
53460,2432691
53461,3582903
53462,1419270
53463,1994491
53464,3466937
53465,2817782
53466,2361413
53467,1506613
53468,1365611
53469,1607872
53470,2677019
53471,3403178
53472,2097928
53473,2542734
53474,1435325
53475,2762842
53476,3784870
53477,3805919
53478,1372317
53479,3952045
53480,1470152
53481,3579228
53482,1572417
53483,3207574
53484,3216046
53485,2386913
53486,3793081
53487,3294393
53488,2594627
53489,2727878
53490,1049637
53491,2299518
53492,2922663
53493,3885109
53494,3045942
53495,1801590
53496,1705247
53497,1873935
53498,1988003
53499,2831555
53500,2942200
53501,2852173
53502,3558314
53503,1926193
53504,3338365
53505,3902116
53506,2232794
53507,1436847
53508,3933202
53509,2509454
53510,3983963
53511,1012276
53512,3921942
53513,2377651
53514,1606492
53515,2405315
53516,2053714
53517,2810549
53518,1794383
53519,2886128
53520,2268971
53521,3637023
53522,3292701
53523,3489702
53524,1542992
53525,1460689
53526,1868609
53527,3978195
53528,3806187
53529,2181785
53530,1019047
53531,1832192
53532,2867325
53533,3356713
53534,1099572
53535,1011559
53536,1140806
53537,2812027
53538,2422184
53539,1330214
53540,3326951
53541,1165770
53542,1128365
53543,3140060
53544,1474365
53545,1111635
53546,1061320
53547,3711223
53548,2296832
53549,1698290
53550,3011411
53551,1388990
53552,2418167
53553,2945563
53554,3387230
53555,3611170
53556,1440962
53557,2598824
53558,1344115
53559,1456165
53560,1774070
53561,3390838
53562,1976716
53563,1755721
53564,1957617
53565,1986772
53566,2472766
53567,2968334
53568,1772805
53569,2768546
53570,1503656
53571,1493758
53572,3478209
53573,1184936
53574,3860732
53575,3980058
53576,2546452
53577,1027977
53578,2694474
53579,1379392
53580,2815065
53581,3825935
53582,1833225
53583,2084409
53584,1186743
53585,1924000
53586,1855992
53587,3827053
53588,1864980
53589,3617455
53590,2246484
53591,2227997
53592,1085909
53593,3038635
53594,2416421
53595,3399875
53596,2196082
53597,3495553
53598,2257589
53599,3970455
53600,2738221
53601,1733403
53602,3375284
53603,3493986
53604,2104247
53605,1941214
53606,2855870
53607,3033929
53608,3204937
53609,1631994
53610,1513499
53611,2296838
53612,1960558
53613,1573330
53614,2594006
53615,2086760
53616,3527593
53617,2149156
53618,3631784
53619,3567253
53620,3167681
53621,2406692
53622,2513611
53623,1419561
53624,2247290
53625,3131354
53626,2842536
53627,3435787
53628,2724117
53629,2228718
53630,1236160
53631,1808288
53632,3285537
53633,1831808
53634,2121978
53635,2558182
53636,3741312
53637,2085559
53638,1162992
53639,2531321
53640,2655940
53641,1016458
53642,3363591
53643,1323681
53644,3772826
53645,1573679
53646,1698291
53647,3543940
53648,2843049
53649,1736443
53650,2337103
53651,2111635
53652,3112363
53653,1900608
53654,2465532
53655,1090595
53656,2164347
53657,3358324
53658,1687001
53659,3083315
53660,2779522
53661,2445398
53662,2261317
53663,2998164
53664,1106286
53665,1400003
53666,2813497
53667,2082031
53668,2300754
53669,2121952
53670,2867200
53671,3889032
53672,3156500
53673,1930704
53674,1071849
53675,2467237
53676,3233101
53677,1370733
53678,2834413
53679,3949860
53680,3654484
53681,3736670
53682,3137024
53683,3955172
53684,2322834
53685,3587016
53686,2098279
53687,2260662
53688,2296626
53689,3469859
53690,2653333
53691,3196001
53692,2065910
53693,1469843
53694,3328167
53695,3337885
53696,3451769
53697,2953365
53698,2342146
53699,3205563
53700,1180553
53701,1654772
53702,3008844
53703,3487689
53704,1686849
53705,3322943
53706,1837003
53707,1492153
53708,3885295
53709,1073547
53710,2553535
53711,1381190
53712,1444118
53713,2377958
53714,2973111
53715,3848342
53716,2743416
53717,2642562
53718,3767360
53719,3609888
53720,2523665
53721,3890609
53722,3953647
53723,1000474
53724,1690806
53725,3632673
53726,2879282
53727,2416049
53728,3911632
53729,1684191
53730,3989170
53731,2833412
53732,3136049
53733,2518908
53734,3934537
53735,1168370
53736,3169516
53737,2314864
53738,3580461
53739,1476338
53740,1331346
53741,2209315
53742,2838212
53743,3923747
53744,1246702
53745,2877992
53746,1249634
53747,1548006
53748,1349223
53749,1707033
53750,2550129
53751,1199410
53752,1460485
53753,1428819
53754,1198212
53755,2421246
53756,3426839
53757,2770149
53758,1365320
53759,3538818
53760,3221310
53761,2515336
53762,3658851
53763,3537287
53764,2732946
53765,2968119
53766,1571596
53767,3001649
53768,3409849
53769,3603347
53770,2588220
53771,1582093
53772,2579449
53773,1605916
53774,3188509
53775,3018737
53776,1000425
53777,1628153
53778,2024209
53779,3430962
53780,3338849
53781,1523978
53782,3549921
53783,1963738
53784,1071787
53785,1440027
53786,3809522
53787,2187930
53788,3182657
53789,1613489
53790,2061130
53791,1030969
53792,3207767
53793,1666976
53794,2557848
53795,1386910
53796,3677370
53797,2374764
53798,3324285
53799,2836804
53800,3164812
53801,3944041
53802,2774959
53803,2497290
53804,1641448
53805,1591787
53806,3283767
53807,2730292
53808,2144865
53809,3881867
53810,2414520
53811,3904468
53812,1346307
53813,1221505
53814,2519856
53815,2136758
53816,2488285
53817,3812765
53818,3166919
53819,2579686
53820,2816016
53821,3163034
53822,3144072
53823,2783013
53824,1449815
53825,1408647
53826,3284074
53827,1652902
53828,3327652
53829,1484026
53830,1493625
53831,2543858
53832,3543640
53833,1586093
53834,1732465
53835,2619383
53836,1868405
53837,1551807
53838,3407281
53839,2743798
53840,1535655
53841,2412269
53842,1608314
53843,3080718
53844,1358982
53845,1990521
53846,3652670
53847,1006983
53848,3298411
53849,1660506
53850,2214489
53851,1454128
53852,3860760
53853,3171703
53854,1342195
53855,2095301
53856,2000255
53857,2614000
53858,2735650
53859,2061796
53860,1983474
53861,2744928
53862,1044832
53863,1328447
53864,1171801
53865,3150328
53866,3352274
53867,3291458
53868,1337874
53869,1364023
53870,1930563
53871,3022128
53872,1710992
53873,2134852
53874,1686627
53875,3592221
53876,1692846
53877,3305584
53878,1633274
53879,2371405
53880,3557711
53881,3407096
53882,1456516
53883,2466520
53884,3997135
53885,3636655
53886,2614963
53887,2319620
53888,3177802
53889,1369706
53890,1404358
53891,2111953
53892,1600345
53893,2458358
53894,3248873
53895,2035397
53896,1170641
53897,2262234
53898,2630742
53899,2066257
53900,1753904
53901,2250810
53902,2845814
53903,2076329
53904,2956005
53905,2324186
53906,1269008
53907,3480585
53908,2564727
53909,2338606
53910,2478810
53911,3305295
53912,1082869
53913,3224199
53914,1703570
53915,2178027
53916,3051476
53917,3611270
53918,3570706
53919,3162376
53920,3967375
53921,3297718
53922,3268781
53923,1479619
53924,1459408
53925,3488569
53926,3627963
53927,1580212
53928,3530180
53929,2534436
53930,1411645
53931,1253505
53932,2574777
53933,2428015
53934,1193653
53935,1162314
53936,2462759
53937,2571625
53938,2929976
53939,3697128
53940,3448637
53941,3777361
53942,2786114
53943,1061186
53944,2902245
53945,1869754
53946,3978699
53947,2456461
53948,3709427
53949,2138065
53950,1250224
53951,3235722
53952,3823566
53953,3150909
53954,3088678
53955,1668208
53956,1928791
53957,1567430
53958,2579625
53959,2852938
53960,3603991
53961,2339772
53962,1643597
53963,3370818
53964,1574355
53965,1853941
53966,2712287
53967,2666581
53968,2296066
53969,1107985
53970,3522135
53971,1404715
53972,3214302
53973,2939035
53974,2239132
53975,1018211
53976,1028473
53977,1493205
53978,3119481
53979,1236918
53980,1986573
53981,1106311
53982,1103464
53983,2028991
53984,1126779
53985,3436380
53986,3354248
53987,2206775
53988,2223489
53989,1540447
53990,3511261
53991,2825543
53992,2137893
53993,1875094
53994,2454694
53995,2183480
53996,1251279
53997,1376373
53998,3894785
53999,2937091
54000,3337448
54001,1654547
54002,3979513
