"name","size","city","state"
"NANOVEA, INC.",99000,"IRVINE","CA"
"NANOWAVE TECHNOLOGIES INC",96320,"ETOBICOKE",NA
"NANSEI ENVIRONMENTAL LABORATORY CO., LTD.",15842.96,"NAKAGAMI-GUN",NA
"NANSEMOND AUTOBODY, INC",3334.2,"SUFFOLK","VA"
"NANTAHALA OUTDOOR CENTER, LLC",-4687,"BRYSON CITY","NC"
"NAOMI M KELLY",73602,"WATERTOWN","MA"
"NAP ASSET HOLDINGS LTD.",2712.67,"JASPER","IN"
"NAPA M3 INC.",19290.62,"WILMINGTON","DE"
"NAPCO INTERNATIONAL LLC",141180.5,"HOPKINS","MN"
"NAPHCARE, INC.",26237419.1,"BIRMINGHAM","AL"
"NAPPCO FASTENER COMPANY",32050.2,"HOUSTON","TX"
"NAPTECH TEST EQUIPMENT, INC.",63215.77,"LOWER LAKE","CA"
"NAPUE-ROBINSON, JUSTIN",3000,"LOVELAND","CO"
"NARCORPS SPECIALTIES LLC",726354.83,"SHIP BOTTOM","NJ"
"NARDINI FIRE EQUIPMENT CO. OF NORTH DAKOTA",7966.98,"FARGO","ND"
"NARDONE BROTHERS BAKING COMPANY INC",37732.5,"WILKES BARRE","PA"
"NARITO SHEETMETAL & MECHANICAL CORPORATION",925306.73,"WAIPAHU","HI"
"NARONGSAK MARICAN & SON LIMITED PARTNERSHIP",22538.12,"LAT PHRAO",NA
"NARRAGANSETT ELECTRIC COMPANY, THE",594687.46,"PROVIDENCE","RI"
"NARRAGANSETT RUBBISH REMOVAL INC",2640,"NARRAGANSETT","RI"
"NARTECH, INC",1329512.73,"BETHESDA","MD"
"NASATKA BARRIER, INC.",62166.23,"CLINTON","MD"
"NASATKA BARRIER, INCORPORATED",640689.42,"CLINTON","MD"
"NASCHKE MOBILE SOLUTIONS, LLC",9153,"ALLENWOOD","PA"
"NASCO AEROSPACE AND ELECTRONICS LLC",89898.52,"SAINT PETERSBURG","FL"
"NASCO AIRCRAFT BRAKE INC",271350.3,"GARDENA","CA"
"NASCO AIRCRAFT BRAKE, INC.",87598.5,"GARDENA","CA"
"NASH DENTAL LAB, INC.",146344,"TEMECULA","CA"
"NASH FINCH COMPANY",-26284.68,"NORFOLK","VA"
"NASH MECHANICAL, LLC.",93958,"COLEMAN","FL"
"NASH, CHARLES",95738,"HINESTON","LA"
"NASH, CYDNE S",35727.36,"WASHINGTON","DC"
"NASHOBA COMMUNITY HOSPITAL, INC., THE",7049.74,"AYER","MA"
"NASHVILLE & DAVIDSON COUNTY, METROPOLITAN GOVERNMENT OF",131116,"NASHVILLE","TN"
"NASHVILLE WIRE PRODUCTS MFG CO",64090.82,"NASHVILLE","TN"
"NASSAN & ASSOCIATES L L C",53601.94,"SCOTTSDALE","AZ"
"NASSAU CABLE CORP",14392.04,"GREAT NECK","NY"
"NASSAU TOOL WORKS, INC.",2364741,"WEST BABYLON","NY"
"NASSAU, COUNTY OF",3520,"EAST MEADOW","NY"
"NAT TECH LLC",7100,"WEST CHICAGO","IL"
"NAT, RON SERVICES",117222.1,"PARSIPPANY","NJ"
"NATE'S LAWN CARE LLC",4650,"RESACA","GA"
"NATEL ENGINEERING COMPANY, INC.",162963.17,"CHATSWORTH","CA"
"NATH & ASSOCIATES PLLC",-113863.16,"ALEXANDRIA","VA"
"NATHAN ASSOCIATES INC.",7309380.31,"ARLINGTON","VA"
"NATHAN G LARGE",89291,"FLORENCE","OR"
"NATHAN KUNES, INC",515000,"SAN DIEGO","CA"
"NATHE & NATHE, INC.",42080,"TUCSON","AZ"
"NATION FORD CHEMICAL COMPANY",978185,"FORT MILL","SC"
"NATION WASTE, INC",-16125,"HOUSTON","TX"
"NATIONAL-GENERAL SUPPLY, INC.",1112760.57,"CORPUS CHRISTI","TX"
"NATIONAL-GENERAL SUPPLY, INC.",1112760.57,"GREAT FALLS","MT"
"NATIONAL ACADEMY OF PUBLIC ADMINISTRATION",338799.1,"WASHINGTON","DC"
"NATIONAL ACADEMY OF SCIENCES",10836181.56,"WASHINGTON","DC"
"NATIONAL ACADEMY OF SOCIAL INSURANCE",116370,"WASHINGTON","DC"
"NATIONAL ADULT DAY SERVICES ASSOCIATION",24726,"FAIRFAX","VA"
"NATIONAL ADVANCED ENDOSCOPY DEVICES, INC.",46140,"CANOGA PARK","CA"
"NATIONAL AEROSPACE SOLUTIONS, LLC",76123473.2,"RESTON","VA"
"NATIONAL AIR CARGO GROUP, INC.",15503130.7,"ORLANDO","FL"
"NATIONAL AIR CARGO GROUP, INC.",15503130.7,"YPSILANTI","MI"
"NATIONAL AIR CARGO INC",7922,"ORCHARD PARK","NY"
"NATIONAL AIR, INC.",4190,"SAN DIEGO","CA"
"NATIONAL ALLIANCE FOR PUBLIC SAFETY GIS FOUNDATION",358430.87,"WASHINGTON","DC"
"NATIONAL ALLIANCE ON MENTAL ILLNESS",7500,"CONCORD","NH"
"NATIONAL ALLIANCE ON MENTAL ILLNESS- UTAH",7500,"SALT LAKE CITY","UT"
"NATIONAL ALLIANCE ON MENTAL ILLNESS OF VERMONT INC",7500,"WILLISTON","VT"
"NATIONAL AQUA PRESSURE, L.L.C.",4253.22,"HARVEY","LA"
"NATIONAL ASSN SCHOOLS PUBLIC",4643,"WASHINGTON","DC"
"NATIONAL ASSOCIATES, INC",-106388.78,"WASHINGTON","DC"
"NATIONAL ASSOCIATION FOR COLLEGE ADMISSION COUNSELING",-1190,"ARLINGTON","VA"
"NATIONAL ASSOCIATION FOR EQUAL OPPORTUNITY IN HIGHER EDUCATION",9509,"WASHINGTON","DC"
"NATIONAL ASSOCIATION FOR PUBLIC HEALTH STATISTICS AND INFORM",29000,"SILVER SPRING","MD"
"NATIONAL ASSOCIATION OF CONSERVATION DISRICTS, INC.",9270,"WASHINGTON","DC"
"NATIONAL ASSOCIATION OF CONSERVATION LAW ENFORCEMENT CHIEFS",120850,"PHOENIX","AZ"
"NATIONAL ASSOCIATION OF POWER ENGINEERS, DISTRICT OF COLUMBIA, CHAPTER NO. 1",15000,"FALLS CHURCH","VA"
"NATIONAL ASSOCIATION OF PRETRIAL SERVICES AGENCIES",21415,"WASHINGTON","DC"
"NATIONAL ASSOCIATION OF STATE BOATING LAW ADMINISTRATORS, INC.",5076.73,"LEXINGTON","KY"
"NATIONAL ASSOCIATION OF WOMEN MBAS",14000,"ALBUQUERQUE","NM"
"NATIONAL AUDUBON SOCIETY, INC.",-20775.37,"NEW YORK","NY"
"NATIONAL BIOLOGICAL CORPORATION",112879.93,"BEACHWOOD","OH"
"NATIONAL BOARD FOR PROFESSIONAL TEACHING STANDARDS, INC.",129500,"ARLINGTON","VA"
"NATIONAL BODY & PAINT SPECIALIST INC",4501.14,"HELENA","MT"
"NATIONAL BRASS COMPANY INC",43289,"CLEVELAND","OH"
"NATIONAL BROCHURE DISTRIBUTORS, INC",4380,"VIRGINIA BEACH","VA"
"NATIONAL BUILDING CONTRACTORS INCORPORATED",18154.77,"CONYERS","GA"
"NATIONAL BUILDING CONTRACTORS, INC.",33740,"CONYERS","GA"
"NATIONAL BUSINESS FURNITURE, LLC",1283483.67,"ATLANTA","GA"
"NATIONAL BUSINESS FURNITURE, LLC",1283483.67,"LOS ANGELES","CA"
"NATIONAL BUSINESS FURNITURE, LLC",1283483.67,"MILWAUKEE","WI"
"NATIONAL BUSINESS SYSTEMS, INC.",5690,"EAGAN","MN"
"NATIONAL CAPITAL FLAG COMPANY INCORPORATED",87410.94,"ALEXANDRIA","VA"
"NATIONAL CAPITAL FLAG COMPANY, INCORPORATED",52392,"ALEXANDRIA","VA"
"NATIONAL CAPITOL CONTRACTING, LLC",3465706.94,"ARLINGTON","VA"
"NATIONAL CAPITOL CONTRACTING, LLC",3465706.94,"MCLEAN","VA"
"NATIONAL CAPTIONING INSTITUTE",31041.21,"VIENNA","VA"
"NATIONAL CENTER FOR DEFENSE MANUFACTURING AND MACHINING",307175,"BLAIRSVILLE","PA"
"NATIONAL CENTER FOR MISSING AND EXPLOITED CHILDREN, THE",-8634.01,"ALEXANDRIA","VA"
"NATIONAL CENTER FOR STATE COURTS INC",354974.37,"WILLIAMSBURG","VA"
"NATIONAL CENTER FOR VICTIMS OF CRIME, INC.",-1875,"WASHINGTON","DC"
"NATIONAL CENTER FOR YOUTH ISSUES",10000,"CHATTANOOGA","TN"
"NATIONAL CENTER ON INSTITUTIONS AND ALTERNATIVES, INC",18200,"BALTIMORE","MD"
"NATIONAL CHEMICAL LABORATORIES",37566.32,"PHILADELPHIA","PA"
"NATIONAL CHILD SUPPORT ENFORCEMENT ASSOCIATION",6431.35,"MCLEAN","VA"
"NATIONAL CHURCH EMPOWERMENT CONSORTIUM INC",-7395.68,"WACO","TX"
"NATIONAL CINEMEDIA, LLC",176307.42,"ENGLEWOOD","CO"
"NATIONAL CLEANING COMPANY",44013.2,"KUWAIT",NA
"NATIONAL CLINICAL TECHNOLOGY, INC.",-30045,"ALBUQUERQUE","NM"
"NATIONAL COMMISSION ON CORRECTIONAL HEALTH CARE",6000,"CHICAGO","IL"
"NATIONAL COMMITTEE FOR QUALITY ASSURANCE",2430352.75,"WASHINGTON","DC"
"NATIONAL COMPREHENSIVE CANCER NETWORK, INC",5417.06,"FORT WASHINGTON","PA"
"NATIONAL COMPRESSOR EXCHANGE INC.",8055,"RIDGEWOOD","NY"
"NATIONAL CONFERENCE OF STATE LEGISLATURES",6900,"DENVER","CO"
"NATIONAL CONFERENCING INC",396058.6,"DUMFRIES","VA"
"NATIONAL CONFERENCING, INC.",4860192.2,"DUMFRIES","VA"
"NATIONAL CONSTRUCTION RENTALS, INC.",33296.9,"MISSION HILLS","CA"
"NATIONAL CONSUMER LAW CENTER, INC.",67090,"BOSTON","MA"
"NATIONAL CONTRACT FLOORING LLC",11039,"NORTH LITTLE ROCK","AR"
"NATIONAL CONTRACT MANAGEMENT ASSOCIATION",42319.99,"ASHBURN","VA"
"NATIONAL CONTRACT SERVICE INC",-29562.58,"JACKSONVILLE","FL"
"NATIONAL CONTRACTING SERVICES, LLC",28435.53,"LOUISVILLE","KY"
"NATIONAL CORPORATE HOUSING, INC.",1507983.68,"GREENWOOD VILLAGE","CO"
"NATIONAL CORPORATE HOUSING, INC.",1507983.68,"HERNDON","VA"
"NATIONAL COTTON, INC.",20189.37,"GALVESTON","TX"
"NATIONAL COUNCIL FOR BEHAVIORAL HEALTH",113093.6,"WASHINGTON","DC"
"NATIONAL COUNCIL ON ALCOHOLISM-LANSING REGIONAL AREA INC",-18582.5,"LANSING","MI"
"NATIONAL COUNCIL ON PUB HISTORY",3000,"INDIANAPOLIS","IN"
"NATIONAL CRANE COMPLIANCE INSPECTIONS INC.",1000,"MANVEL","TX"
"NATIONAL CRANE SERVICES INC",38264.32,"ORLANDO","FL"
"NATIONAL CRANE SERVICES, INC.",20703.87,"ORLANDO","FL"
"NATIONAL CURRICULUM & TRAINING INSTITUTE, INC",3546,"PHOENIX","AZ"
"NATIONAL CUSTOMER ENGINEERING, INC.",14375,"EL CAJON","CA"
"NATIONAL CYBER-FORENSICS AND TRAINING ALLIANCE LIMITED.",165000.04,"PITTSBURGH","PA"
"NATIONAL DEFENSE INDUSTRIAL ASSOCIATION",5240,"ARLINGTON","VA"
"NATIONAL DENTEX CORPORATION",83390.91,"ALBUQUERQUE","NM"
"NATIONAL DESIGN & TRADE NETWORK, INC.",11725,"SALT LAKE CITY","UT"
"NATIONAL DISEASE RESEARCH INTERCHANGE",160724.77,"PHILADELPHIA","PA"
"NATIONAL DOOR SERVICE INC",5525,"BALTIMORE","MD"
"NATIONAL ECONOMIC RESEARCH ASSOCIATES, INC",21000,"WHITE PLAINS","NY"
"NATIONAL ELECTRIC WORKS INCORPORATED",42259,"SAN DIEGO","CA"
"NATIONAL ELEVATOR INSPECTION SERVICES INCORPORATED",711,"MARYLAND HEIGHTS","MO"
"NATIONAL ELEVATOR INSPECTION SERVICES, INC.",37000,"MARYLAND HEIGHTS","MO"
"NATIONAL EMERGENCY NUMBER ASSOCIATION (NENA) FOUNDATION, INC.",250,"ALEXANDRIA","VA"
"NATIONAL EMPLOYMENT LAW INSTITUTE, INC",4016.25,"GOLDEN","CO"
"NATIONAL ENERGY CONTROL CORPORATION",27686,"HAVERTOWN","PA"
"NATIONAL ENERGY FOUNDATION, INC.",95900,"SALT LAKE CITY","UT"
"NATIONAL ENVIRONMENTAL HEALTH ASSOCIATION",104408.83,"DENVER","CO"
"NATIONAL ENVIRONMENTAL INC",25677.6,"MARIETTA","GA"
"NATIONAL ESTUARINE RESEARCH RESERVE ASSOCIATION, INC.",20000,"WASHINGTON","DC"
"NATIONAL EVENTS LLC",6268.11,"CHANTILLY","VA"
"NATIONAL EXCHANGE CARRIER ASSOCIATION",10800,"WHIPPANY","NJ"
"NATIONAL EXTERMINATING CO INC",-250,"KANSAS CITY","MO"
"NATIONAL EYE CARE",28560,"MANLIUS","NY"
"NATIONAL FACILITY SERVICES, INC",1433207.73,"BOYLSTON","MA"
"NATIONAL FACILITY SOLUTIONS, LLC",426128.52,"HASTINGS","MN"
"NATIONAL FAMILY PARTNERSHIP INC",20000,"MIAMI","FL"
"NATIONAL FEDERATION OF ABSTRACTING AND INFORMATION SERVICES",5000,"ANNAPOLIS","MD"
"NATIONAL FIRE PROTECTION ASSOCIATION, INC.",30469.7,"QUINCY","MA"
"NATIONAL FIRE PROTECTION COMPANY, INC.",44256.28,"HONOLULU","HI"
"NATIONAL FIRE SPRINKLER ASSOCIATION INC",7000,"LINTHICUM HEIGHTS","MD"
"NATIONAL FIRE SYSTEMS, INC.",23400,"SACRAMENTO","CA"
"NATIONAL FISH AND WILDLIFE FOUNDATION",-68500,"WASHINGTON","DC"
"NATIONAL FIT TESTING SERVICES, LLC",39000,"SARASOTA","FL"
"NATIONAL FOAM, INC.",240647,"WEST CHESTER","PA"
"NATIONAL FOOD GROUP, INC.",49121.38,"NOVI","MI"
"NATIONAL FORENSIC SCIENCE TECHNOLOGY CENTER, INC",588617.73,"LARGO","FL"
"NATIONAL FOREST FOUNDATION",90350,"MISSOULA","MT"
"NATIONAL FOREST FOUNDATION INC",-622.68,"WASHINGTON","DC"
"NATIONAL FOUNDATION CENTER FOR DISEASE CONTROL AND PREVENTION INC",-12891.17,"ATLANTA","GA"
"NATIONAL FRUIT PRODUCT COMPANY, INCORPORATED",911234.95,"WINCHESTER","VA"
"NATIONAL FUEL GAS DISTRIBUTION CORPORATION",-7000,"WILLIAMSVILLE","NY"
"NATIONAL FUEL INC",25710153.9,"KABUL",NA
"NATIONAL FUEL RESOURCES, INC.",-15209.75,"BUFFALO","NY"
"NATIONAL FUSE PRODUCTS INC",104987.84,"MIDDLEBURG HEIGHTS","OH"
"NATIONAL FUSE PRODUCTS INC",104987.84,"ROCKY RIVER","OH"
"NATIONAL GLASS & GATE SERVICE, INC.",134245.13,"LINCOLN","RI"
"NATIONAL GLAZING SOLUTIONS, LLC",12000,"ATLANTA","GA"
"NATIONAL GOVERNMENT SERVICES, INC.",75140168.05,"INDIANAPOLIS","IN"
"NATIONAL GRANTS MANAGEMENT ASSOCIATION",26826,"WASHINGTON","DC"
"NATIONAL GRID USA SERVICE COMPANY, INC.",884816.43,"WALTHAM","MA"
"NATIONAL HEALTH PROMOTION ASSOCIATES, INC",333844,"WHITE PLAINS","NY"
"NATIONAL HEALTH RESEARCH INSTITUTES",24503,"CHUNAN CHEN",NA
"NATIONAL HISPANIC COLLEGE FAIRS, INC.",-395,"FAR ROCKAWAY","NY"
"NATIONAL HOME HEALTH CARE, INC.",4702.78,"AMARILLO","TX"
"NATIONAL HURRICANE CONFERENCE INC",300,"TALLAHASSEE","FL"
"NATIONAL HYDROPOWER ASSOCIATION INC, THE",12193,"WASHINGTON","DC"
"NATIONAL IMAGE INC",5000,"CHULA VISTA","CA"
"NATIONAL INDIAN HEALTH BOARD",30000,"WASHINGTON","DC"
"NATIONAL INDUSTRIAL TIRE OF HAWAII INC.",76066,"HONOLULU","HI"
"NATIONAL INDUSTRIES FOR THE BL",96206.4,"ALEXANDRIA","VA"
"NATIONAL INDUSTRIES FOR THE BLIND",25947277.05,"ALEXANDRIA","VA"
"NATIONAL INFANTRY FOUNDATION, INC.",-151185.1,"COLUMBUS","GA"
"NATIONAL INFLUENZA CENTER",-2,"ULAANBAATAR",NA
"NATIONAL INFORMATION ASSURANCE CORPORATION",362849.04,"TAMPA","FL"
"NATIONAL INNOVATIVE GENERAL MAINTENANCE LLC",298635.61,"ABU DHABI",NA
"NATIONAL INSTITUTE FOR METALWORKING SKILLS, INC.",-289760,"FAIRFAX","VA"
"NATIONAL INSTITUTE FOR TRIAL ADVOCACY",112391.93,"BOULDER","CO"
"NATIONAL INSTITUTE OF AEROSPACE ASSOCIATES",1231627,"HAMPTON","VA"
"NATIONAL INSTITUTE OF BUILDING SCIENCES",2237675.97,"WASHINGTON","DC"
"NATIONAL INSTITUTE OF STATISTICAL SCIENCES",109775.36,"RESEARCH TRIANGLE PARK","NC"
"NATIONAL INSTITUTE OF TRANSITION PLANNING INC",47119.75,"ROCKVILLE","MD"
"NATIONAL INSTRUMENTS CORPORATION",617258.5,"AUSTIN","TX"
"NATIONAL INTEREST ADVANCED SOLUTIONS, LLC",-75423.09,"KEYSER","WV"
"NATIONAL JEWISH HEALTH",-4956.27,"DENVER","CO"
"NATIONAL JOURNAL GROUP INC",118975,"WASHINGTON","DC"
"NATIONAL JURY PROJECT/WEST",24800,"OAKLAND","CA"
"NATIONAL LAMINATING INC",21000,"RIVERSIDE","RI"
"NATIONAL LAMINATING INCORPORATED",11819.23,"RIVERSIDE","RI"
"NATIONAL LAUNDRY COMPANY, THE",-57364.39,"GREAT FALLS","MT"
"NATIONAL LAW ENFORCEMENT SPEAKERS BUREAU, LLC",2950,"MINT HILL","NC"
"NATIONAL LAW ENFORCEMENT TELECOMMUNICATIONS SYSTEMS INC",257280,"PHOENIX","AZ"
"NATIONAL LEGAL RESEARCH GROUP INC",150000,"CHARLOTTESVILLE","VA"
"NATIONAL LIFT TRUCK OF ARK",3594.11,"LITTLE ROCK","AR"
"NATIONAL MACHINE CO (INC)",62362.47,"STOW","OH"
"NATIONAL MACHINE COMPANY",533475,"STOW","OH"
"NATIONAL MAILING SYSTEMS INC",-4584,"MC LEAN","VA"
"NATIONAL MAINTENANCE & REPAIR OF KENTUCKY, INC.",102360,"PADUCAH","KY"
"NATIONAL MAINTENANCE & REPAIR, INC.",125029.75,"HARTFORD","IL"
"NATIONAL MANUFACTURING CO., INC.",15200,"CHATHAM","NJ"
"NATIONAL MARINE MAMMAL FOUNDATION, INC.",-2501,"SAN DIEGO","CA"
"NATIONAL MARINE SANCTUARY FOUNDATION",6000,"SILVER SPRING","MD"
"NATIONAL MARITIME CENTER, THE",7590,"NORFOLK","VA"
"NATIONAL MARROW DONOR PROGRAM",88342.95,"MINNEAPOLIS","MN"
"NATIONAL MATERIAL SUPPLY COMPANY, LLC",73982.56,"DALLAS","TX"
"NATIONAL MEDICAL ASSOCIATION, INC. A/K/A NATIONAL MEDICAL ASSOCIATION",10000,"SILVER SPRING","MD"
"NATIONAL MEDICAL SERVICES, INC.",-31960,"WILLOW GROVE","PA"
"NATIONAL MICROCHIP",5185,"SANTA ANA","CA"
"NATIONAL NATIVE AMERICAN CONSTRUCTION, INC.",6837516.37,"COEUR D ALENE","ID"
"NATIONAL NATIVE AMERICAN CONSTRUCTION, INC.",6837516.37,"KILLEEN","TX"
"NATIONAL NAVAL OFFICERS ASSOCIATION",8200,"FRANKLIN","TN"
"NATIONAL NEUROTRAUMA SOCIETY",7855,"GAINESVILLE","FL"
"NATIONAL NICC JV LLC",-1057605.69,"FALLS CHURCH","VA"
"NATIONAL NUCLEAR CENTER OF KAZAKHSTAN",1750780,"SEMIPALATINSK",NA
"NATIONAL O & M, INC.",133941.7,"ROANOKE","VA"
"NATIONAL O&M, INC.",158835.41,"ROANOKE","VA"
"NATIONAL OFF-HIGHWAY VEHICLE CONSERVATION COUNCIL, INC.",8500,"GREAT FALLS","MT"
"NATIONAL OFFICE FURNITURE, INC.",903055.62,"JASPER","IN"
"NATIONAL OFFICE PRODUCTS AND PRINTING, INC.",5316.88,"SAULT SAINTE MARIE","MI"
"NATIONAL OFFICE SUPPLIERS INC",0,"LEXINGTON","KY"
"NATIONAL OFFICE SYSTEMS, INC.",133536.3,"BELTSVILLE","MD"
"NATIONAL OFFICE SYSTEMS, INC.",133536.3,"GAITHERSBURG","MD"
"NATIONAL OIL DJIBOUTI SAS",4119614.49,"DJIBOUTI",NA
"NATIONAL OPINION RESEARCH CENTER",6000822.26,"CHICAGO","IL"
"NATIONAL OPINION RESEARCH CENTER (COLORADO)",-2000,"CHICAGO","IL"
"NATIONAL ORDNANCE AUTOMOTIVE MANUFACTURING, L.L.C.",39984.05,"AUBURN HILLS","MI"
"NATIONAL ORGANIZATION OF BLACK LAW ENFORCEMENT EXECUTIVES",-10000,"ALEXANDRIA","VA"
"NATIONAL OUTDOOR LEADERSHIP SCHOOL",21629.27,"LANDER","WY"
"NATIONAL PACKAGING CORPORATION",83952,"KEARNY","NJ"
"NATIONAL PATENT ANALYTICAL SYSTEM, INC",205089.83,"MANSFIELD","OH"
"NATIONAL PATIENT SAFETY FOUNDATION",37501.01,"BOSTON","MA"
"NATIONAL PEACE CORPS ASSOCIATION",44325,"WASHINGTON","DC"
"NATIONAL PETROLEUM SERVICES C OMPANY LTD",323526,"BASRA",NA
"NATIONAL PLASTERING INDUSTRY'S JOINT APPRENTICESHIP TRUST FUND",2620840.34,"BELTSVILLE","MD"
"NATIONAL POWER CORPORATION",1784,"RALEIGH","NC"
"NATIONAL PREMIER PROTECTIVE SERVICES, LLC",3573,"EUCLID","OH"
"NATIONAL PRODUCTS, INC.",183.92,"SEATTLE","WA"
"NATIONAL PROSTHETIC ORTHOTIC ASSOCIATES, INC.",18747.56,"BAYSIDE","NY"
"NATIONAL PROSTHETICS AND ORTHOTICS, INC",37159.01,"COLD SPRING","KY"
"NATIONAL PUMP & PROCESS INC",7742.3,"AURORA","OH"
"NATIONAL PUMP SUPPLY LLC",-4565,"SEATTLE","WA"
"NATIONAL QUALITY FORUM",35210,"WASHINGTON","DC"
"NATIONAL RAILWAY EQUIPMENT CO INC",-26291.43,"MOUNT VERNON","IL"
"NATIONAL RECOVERIES INC",10000000,"ANOKA","MN"
"NATIONAL REGISTRY OF EMERGENCY MEDICAL TECHNICIANS (INC)",-303675,"COLUMBUS","OH"
"NATIONAL RESEARCH CORPORATION",57844.43,"LINCOLN","NE"
"NATIONAL RESPONSE CORPORATION",4691.09,"GREAT RIVER","NY"
"NATIONAL RESPONSE CORPORATION (NRC) ENVIRONMENTAL SERVICES",-11374,"ABU DHABI",NA
"NATIONAL RIVET & MANUFACTURING COMPANY",41794,"WAUPUN","WI"
"NATIONAL RUBBER FOOTWEAR, INC.",7209.55,"BALTIMORE","MD"
"NATIONAL RURAL HEALTH ASSOCIATION",7240,"LEAWOOD","KS"
"NATIONAL SAFETY COUNCIL",1205551.21,"ITASCA","IL"
"NATIONAL SAFETY, INC.",425,"KENT","WA"
"NATIONAL SALES COMPANY",13691.3,"SAINT LOUIS","MO"
"NATIONAL SECURITY ASSOCIATES INC",422291.1,"COLUMBUS","GA"
"NATIONAL SECURITY INFORMATION ASSOCIATES, LLC",5308,"OAK RIDGE","TN"
"NATIONAL SECURITY INNOVATIONS, INC.",640000,"BOSTON","MA"
"NATIONAL SECURITY PSYCHOLOGICAL SERVICES LLC",564502,"ALBUQUERQUE","NM"
"NATIONAL SECURITY TECHNOLOGIES LIMITED LIABILITY COMPANY",232182175.05,"HERNDON","VA"
"NATIONAL SECURITY, INC.",6310,"FAIRFAX","VA"
"NATIONAL SEPTEMBER 11 MEMORIAL AND MUSEUM AT THE WORLD TRADE CENTER FOUNDATION, INC.",7000,"NEW YORK","NY"
"NATIONAL SERVICE CONTRACTORS, INC.",-4604.9,"WASHINGTON","DC"
"NATIONAL SHERIFFS' ASSOCIATION",11360,"ALEXANDRIA","VA"
"NATIONAL SOCIETY FOR EARTHQUAKE TECHNOLOGY- (NSET)",-20406.02,", LALITPUR",NA
"NATIONAL SOCIETY OF BLACK ENGINEERS",53000,"ALEXANDRIA","VA"
"NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION, THE",19500,"WASHINGTON","DC"
"NATIONAL SOURCING, INC.",5091051.17,"TAMPA","FL"
"NATIONAL SPONSORED PROGRAMS ADMINISTRATORS ALLIANCE OF HBCUS, INC.",10000,"ATLANTA","GA"
"NATIONAL STAR METALS, INC.",83226,"BOCA RATON","FL"
"NATIONAL STATES GEOGRAPHIC INFORMATION COUNCIL",10000,"BEL AIR","MD"
"NATIONAL STEEL & SHIPBUILDING COMPANY",60279350,"SAN DIEGO","CA"
"NATIONAL STEEL AND SHIPBUILDING COMPANY",250711108.49,"SAN DIEGO","CA"
"NATIONAL STRATEGIC PROTECTIVE SERVICES, LLC",7208460,"MCLEAN","VA"
"NATIONAL STRATEGIC RESEARCH INSTITUTE",500528.28,"LINCOLN","NE"
"NATIONAL STRENGTH AND CONDITIONING ASSOCIATION",39200,"COLORADO SPRINGS","CO"
"NATIONAL TAX ASSOCIATION-TAX INSTITUTE OF AMERICA",7050,"WASHINGTON","DC"
"NATIONAL TECHNICAL SYSTEMS, INC.",30679,"CAMDEN","AR"
"NATIONAL TECHNOLOGIES ASSOC INC",6064358.74,"ALEXANDRIA","VA"
"NATIONAL TECHNOLOGIES ASSOCIAT",1035019.71,"ALEXANDRIA","VA"
"NATIONAL TECHNOLOGIES ASSOCIATES INCORPORATED",-2325,"ARLINGTON","VA"
"NATIONAL TECHNOLOGIES, INC.",-2445.64,"MCLEAN","VA"
"NATIONAL TECHNOLOGY & ENGINEERING SOLUTIONS OF SANDIA, LLC",2350402849.05,"OLATHE","KS"
"NATIONAL TECHNOLOGY TRANSFER, INC.",34348,"CENTENNIAL","CO"
"NATIONAL TELECOMMUTING INSTITUTE, INC.",870971.09,"BOSTON","MA"
"NATIONAL TELEPHONE SUPPLY COMPANY, THE",18132.71,"CLEVELAND","OH"
"NATIONAL TEST EQUIPMENT, INC.",66995,"OCEANSIDE","CA"
"NATIONAL TEST PILOT SCHOOL INC",114264,"MOJAVE","CA"
"NATIONAL TIME RECORDING EQUIPMENT COMPANY INC",4900,"NEW YORK","NY"
"NATIONAL TITLE & ESCROW, LLC",2175,"DEXTER","MO"
"NATIONAL TRAFFIC SERVICE INC",-12541.77,"AMHERST","NY"
"NATIONAL TRANSPORT SERVICES, LLC",5500,"NEWARK","DE"
"NATIONAL URBAN LEAGUE, INC.",-175032.23,"NEW YORK","NY"
"NATIONAL VETERANS SERVICE BUREAU",6589.79,"EL DORADO SPRINGS","MO"
"NATIONAL VISION, INC.",-2049,"LAWRENCEVILLE","GA"
"NATIONAL VOCATIONAL EXPERT",10299,"FORT WAYNE","IN"
"NATIONAL VOLUNTARY ORGANIZATIONS ACTIVE IN DISASTER, INC.",15000,"ALEXANDRIA","VA"
"NATIONAL WELDERS SUPPLY COMPANY, INC.",-43.38,"CHARLOTTE","NC"
"NATIONAL WHOLESALE SUPPLY LLC",3469,"VOORHEES","NJ"
"NATIONAL WIPER ALLIANCE, INC.",39692.8,"SWANNANOA","NC"
"NATIONAL WIRE AND CABLE CORPORATION",3468.63,"LOS ANGELES","CA"
"NATIONAL WORKWEAR, INC.",4490.06,"LEXINGTON","KY"
"NATIONS GAS TECHNOLOGIES INC.",69261.52,"NAVAJO","NM"
"NATIONWIDE ANESTHESIA SERVICES INC",-280,"SANDERSVILLE","GA"
"NATIONWIDE ANESTHESIA SERVICES, INC.",49850.15,"SANDERSVILLE","GA"
