Agency,Subagency,accountID,Title,Obligation
Environmental Protection Agency,Environmental Protection Agency (no sub-agencies),1576,Environmental Programs and Management,1874066375
Environmental Protection Agency,Environmental Protection Agency (no sub-agencies),1577,Energy Research and Development,4086.02
Environmental Protection Agency,Environmental Protection Agency (no sub-agencies),1578,Buildings and Facilities,19954499.28
Environmental Protection Agency,Environmental Protection Agency (no sub-agencies),1579,Office of Inspector General,36045452.81
Environmental Protection Agency,Environmental Protection Agency (no sub-agencies),1580,Office of Inspector General - Recovery Act,0
Environmental Protection Agency,Environmental Protection Agency (no sub-agencies),1581,"Abatement, Control and Compliance Loan Program",0
Environmental Protection Agency,Environmental Protection Agency (no sub-agencies),1582,Payment to the Hazardous Substances Superfund,1038130920
Environmental Protection Agency,Environmental Protection Agency (no sub-agencies),1583,Water Infrastructure Finance And Innovation Program Account,825464.08
Environmental Protection Agency,Environmental Protection Agency (no sub-agencies),1584,Reregistration and Expedited Processing Revolving Fund,14839795.29
Environmental Protection Agency,Environmental Protection Agency (no sub-agencies),1585,Revolving Fund for Certification and Other Services,0
Environmental Protection Agency,Environmental Protection Agency (no sub-agencies),1586,Hazardous Waste Electronic Manifest System Fund,3283307.1
Environmental Protection Agency,Environmental Protection Agency (no sub-agencies),1587,Damage Assessment and Restoration Revolving Fund,982812.82
Environmental Protection Agency,Environmental Protection Agency (no sub-agencies),1588,Working Capital Fund,151377922.4
Environmental Protection Agency,Environmental Protection Agency (no sub-agencies),1589,Exxon Valdez Settlement Fund,0
Environmental Protection Agency,Environmental Protection Agency (no sub-agencies),1590,Pesticide Registration Fund,10940846.6
Environmental Protection Agency,Environmental Protection Agency (no sub-agencies),1600,Hazardous Substance Superfund,925627355.3
Environmental Protection Agency,Environmental Protection Agency (no sub-agencies),1601,Leaking Underground Storage Tank Trust Fund - Treasury Managed,115660746.1
Environmental Protection Agency,Environmental Protection Agency (no sub-agencies),1602,Hazardous Substance Superfund - Recovery Act,280859.06
Environmental Protection Agency,Environmental Protection Agency (no sub-agencies),1603,Leaking Underground Storage Tank Trust Fund Program - Recovery Act,0
Environmental Protection Agency,Environmental Protection Agency (no sub-agencies),1604,Inland Oil Spill Programs,20859504.33
Department of Transportation,Office of the Secretary,1606,Salaries and Expenses,78789946.29
Department of Transportation,Pipeline and Hazardous Materials Safety Administration,1607,Research and Special Programs,45023.72
Department of Transportation,Office of the Secretary,1608,"Transportation Research Activities Overseas, Special Foreign Currency Program",0
Department of Transportation,Office of the Secretary,1611,Financial Management Capital,2217000
Department of Transportation,Office of the Secretary,1612,Rental Payments,0
Department of Transportation,Office of the Secretary,1613,Office of Civil Rights,5971585.5
Department of Transportation,Office of the Secretary,1614,Small and Disadvantaged Business Utilization and Outreach,3247019.21
Department of Transportation,Federal Railroad Administration,1615,Efficiency Incentive Grants to the National Railroad Passenger Corporation,0
Department of Transportation,Federal Railroad Administration,1616,Operating Grants to the National Railroad Passenger Corporation,0
Department of Transportation,Federal Railroad Administration,1617,Rail Service Assistance,0
Department of Transportation,Federal Railroad Administration,1618,Northeast Corridor Improvement Program,0
Department of Transportation,Federal Railroad Administration,1619,Railroad Rehabilitation and Repair,0
Department of Transportation,Federal Railroad Administration,1620,Capital and Debt Service Grants to the National Railroad Passenger Corporation,6423440.24
Department of Transportation,Office of Inspector General,1623,Salaries and Expenses,62323641.64
Department of Transportation,Office of Inspector General,1624,Salaries and Expenses - Recovery Act,0
Department of Transportation,Office of the Secretary,1625,"Transportation Planning, Research, and Development",4645669.87
Department of Transportation,Office of the Secretary,1626,National Infrastructure Investments,302776229.1
Department of Transportation,Office of the Secretary,1627,New Headquarters Building,61501.16
Department of Transportation,Office of the Secretary,1628,Activities Transferred from Civil Aeronautics Board,0
Department of Transportation,Office of the Secretary,1629,Minority Business Resource Center Program,145325.64
Department of Transportation,Office of the Secretary,1630,Compensation for General Aviation Operations,0
Department of Transportation,Office of the Secretary,1631,Cyber Security Initiatives,3235886.43
Department of Transportation,Office of the Secretary,1632,National Surface Transportation and Innovative Finance Bureau,250000
Department of Transportation,Surface Transportation Board,1633,Salaries and Expenses,103767.07
Department of Transportation,Federal Highway Administration,1635,Emergency Relief Program,573886796.6
Department of Transportation,Federal Highway Administration,1636,"Off-System Roads, Liquidation of Contract Authorization",0
Department of Transportation,Federal Highway Administration,1637,Access Highways to Public Recreation Areas on Certain Lakes,0
Department of Transportation,Federal Highway Administration,1638,Forest Service,0
Department of Transportation,Federal Highway Administration,1639,Surface Transportation Projects,10923.31
Department of Transportation,Federal Highway Administration,1640,Inter-American Highway,0
Department of Transportation,Federal Highway Administration,1641,Bikeway Program,0
Department of Transportation,Federal Highway Administration,1642,Denali Access System Program,0
Department of Transportation,Federal Highway Administration,1643,Bridge Improvement Demonstration Project,0
Department of Transportation,Federal Highway Administration,1644,Highway Bypass Demonstration Project,0
Department of Transportation,Federal Highway Administration,1645,Highway Widening and Improvement Demonstration Project,0
Department of Transportation,Federal Highway Administration,1646,Appalachian Corridor Improvement Project,0
Department of Transportation,Federal Highway Administration,1647,Congestion Mitigation,0
Department of Transportation,Federal Highway Administration,1648,Cross Westchester Expressway,0
Department of Transportation,Federal Highway Administration,1649,"Public Lands Highways, Liquidation of Contract Authorization",0
Department of Transportation,Federal Highway Administration,1650,Schenectady Bridge,0
Department of Transportation,Federal Highway Administration,1651,Highway Safety Improvement Demonstration Project,0
Department of Transportation,Federal Highway Administration,1652,Pennsylvania Reconstruction Demonstration Project,215840.68
Department of Transportation,Federal Highway Administration,1653,"Highway Studies Feasibility, Design, Environmental, Engineering",0
Department of Transportation,Federal Highway Administration,1654,Payment to the Highway Trust Fund,0
Department of Transportation,Federal Highway Administration,1655,Alaska Highways,0
Department of Transportation,Federal Highway Administration,1656,Surface Transportation Priorities,11969344.37
Department of Transportation,Federal Highway Administration,1657,Highway Beautification,0
Department of Transportation,Federal Highway Administration,1658,TIFIA General Fund Program Account,0
Department of Transportation,Federal Highway Administration,1659,Highway Infrastructure Programs,0
Department of Transportation,Federal Highway Administration,1660,State Infrastructure Banks,0
Department of Transportation,Federal Highway Administration,1661,"I-,5W Bridge Repair and Reconstruction",317645.52
Department of Transportation,Federal Highway Administration,1662,Delta Regional Transportation Development Program,0
Department of Transportation,Federal Highway Administration,1663,Darien Gap Highway,0
Department of Transportation,Federal Highway Administration,1664,Rail Crossings Demonstration Projects,0
Department of Transportation,Federal Highway Administration,1665,Territorial Highways,0
Department of Transportation,Federal Highway Administration,1666,Railroad-Highway Crossings Demonstration Projects,0
Department of Transportation,Federal Highway Administration,1667,Interstate Transfer Grants-Highways,0
Department of Transportation,Federal Highway Administration,1668,Highway Widening Demonstration,0
Department of Transportation,Federal Highway Administration,1669,Intersection Safety Demonstration Project,0
Department of Transportation,Federal Highway Administration,1670,Highway Capacity Improvement Demonstration Project,0
Department of Transportation,Federal Highway Administration,1671,Climbing Lane and Highway Safety Demonstration Project,0
Department of Transportation,Federal Highway Administration,1672,Indiana Industrial Corridor Safety Demonstration Project,0
Department of Transportation,Federal Highway Administration,1673,Corridor H Improvement Project,0
Department of Transportation,Federal Highway Administration,1674,Road Extension Demonstration,0
Department of Transportation,Federal Highway Administration,1675,Oklahoma Highway Widening Demonstration Project,0
Department of Transportation,Federal Highway Administration,1676,Alabama Highway Bypass Demonstration Project,0
Department of Transportation,Federal Highway Administration,1677,Kentucky Bridge Project,0
Department of Transportation,Federal Highway Administration,1678,Virginia HOV Safety Demonstration Project,0
Department of Transportation,Federal Highway Administration,1679,Urban Highway Corridor and Bicycle Project,0
Department of Transportation,Federal Highway Administration,1680,Urban Airport Access Safety Demonstration Project,0
Department of Transportation,Federal Highway Administration,1681,Expressway Safety Improvement Demonstration Project,0
Department of Transportation,Federal Highway Administration,1682,Alabama Feasibility Study,0
Department of Transportation,Federal Highway Administration,1683,Ebensburg Bypass Demonstration Project,0
Department of Transportation,Federal Highway Administration,1684,"Highway Demonstration Projects, Preliminary Engineering",12500
Department of Transportation,Federal Highway Administration,1685,Des Moines Inner Loop Demonstration Project,0
Department of Transportation,Federal Highway Administration,1686,Corridor G Improvement Project,0
Department of Transportation,Federal Highway Administration,1687,Corning Bypass Safety Demonstration Project,0
Department of Transportation,Federal Highway Administration,1688,Spring Mountain Demonstration Project,0
Department of Transportation,Federal Highway Administration,1689,Ottumwa Road Extension Project,0
Department of Transportation,Federal Highway Administration,1690,Turquoise Trail Project,0
Department of Transportation,Federal Highway Administration,1691,Highway 20 Realignment Project,0
Department of Transportation,Federal Highway Administration,1692,Ramp Relocation and Reconstruction Demonstration Project,0
Department of Transportation,Federal Highway Administration,1693,Corridor D Improvement Project,0
Department of Transportation,Federal Highway Administration,1694,Highway Demonstration Projects,0
Department of Transportation,Federal Highway Administration,1695,Appalachian Development System,1381
Department of Transportation,Federal Highway Administration,1696,Miscellaneous Highway Project,941559
Department of Transportation,Federal Highway Administration,1697,Arkansas I-69 Connector,0
Department of Transportation,Federal Highway Administration,1698,Miscellaneous Massachusetts Projects,0
Department of Transportation,Federal Highway Administration,1699,Alabama and West Virginia Highway Projects,0
Department of Transportation,Federal Highway Administration,1700,Woodrow Wilson Memorial Bridge,0
Department of Transportation,National Highway Traffic Safety Administration,1701,Operations and Research,66852401.19
Department of Transportation,National Highway Traffic Safety Administration,1702,"State and Community Highway Safety, Liquidation of Contract Authorization",0
Department of Transportation,National Highway Traffic Safety Administration,1704,Consumer Assistance to Recycle and Save Program,0
Department of Transportation,National Highway Traffic Safety Administration,1705,National Driver Register Modernization,0
Department of Transportation,National Highway Traffic Safety Administration,1706,Next Generation 911 Implementation Grants,0
Department of Transportation,Federal Railroad Administration,1707,Safety and Operations,133062091.6
Department of Transportation,Federal Railroad Administration,1708,Railroad Safety Technology Program,0
Department of Transportation,Federal Railroad Administration,1709,Railroad Safety,8120454.6
Department of Transportation,Federal Railroad Administration,1710,Railroad Research,0
Department of Transportation,Federal Railroad Administration,1711,Grants to the National Railroad Passenger Corporation,0
Department of Transportation,Federal Railroad Administration,1712,Rail Labor Assistance,0
Department of Transportation,Federal Railroad Administration,1713,Local Rail Freight Assistance,0
Department of Transportation,Federal Railroad Administration,1714,"Passenger Rail Service, Capital Assistance to States - Intercity",80875
Department of Transportation,Federal Railroad Administration,1715,Rail Line Relocation and Improvement Program,0
Department of Transportation,Federal Railroad Administration,1716,Capital Assistance for High Speed Rail Corridors and Intercity Passenger Rail Service - Recovery Act,0
Department of Transportation,Federal Railroad Administration,1717,Capital Assistance for High Speed Rail Corridors and Intercity Passenger Rail Service,10788571.27
Department of Transportation,Federal Railroad Administration,1718,Next Generation High Speed Rail,0
Department of Transportation,Federal Railroad Administration,1719,Pennsylvania Station Redevelopment Project,0
Department of Transportation,Federal Railroad Administration,1720,Capital Grants to the National Railroad Passenger Corporation - Recovery Act,0
Department of Transportation,Federal Railroad Administration,1721,Rhode Island Rail Development,0
Department of Transportation,Federal Railroad Administration,1722,Alaska Railroad Rehabilitation,0
Department of Transportation,Federal Railroad Administration,1723,Railroad Research and Development,14439833.68
Department of Transportation,Federal Railroad Administration,1725,Railroad Rehabilitation and Improvement Program Account,796758
Department of Transportation,Federal Railroad Administration,1726,West Virginia Rail Development,0
Department of Transportation,Federal Transit Administration,1727,Transit Capital Assistance - Recovery Act,21067.14
Department of Transportation,Federal Transit Administration,1728,Fixed Guideway Infrastructure Investment - Recovery Act,0
Department of Transportation,Federal Transit Administration,1729,Urban Mass Transportation Fund,0
Department of Transportation,Federal Transit Administration,1730,Administrative Expenses,76842123.59
Department of Transportation,Federal Transit Administration,1731,"Research, Training, and Human Resources",0
Department of Transportation,Federal Transit Administration,1732,Urban Discretionary Grants,0
Department of Transportation,Federal Transit Administration,1733,Non-Urban Formula Grants,0
Department of Transportation,Federal Transit Administration,1734,Urban Formula Grants,0
Department of Transportation,Federal Transit Administration,1735,Job Access and Reverse Commute Grants,0
Department of Transportation,Federal Transit Administration,1737,Interstate Transfer Grants-Transit,0
Department of Transportation,Federal Transit Administration,1738,Washington Metropolitan Area Transit Authority,100813169.6
Department of Transportation,Federal Transit Administration,1739,Formula Grants,166215
Department of Transportation,Federal Transit Administration,1740,Grants for Energy Efficiency and Greenhouse Gas Reductions,0
Department of Transportation,Federal Transit Administration,1741,Capital Investment Grants - Recovery Act,0
Department of Transportation,Federal Transit Administration,1742,Capital Investment Grants,600966249.9
Department of Transportation,Federal Transit Administration,1743,University Transportation Research,0
Department of Transportation,Federal Transit Administration,1744,Transit Research,13759774.87
Department of Transportation,Federal Transit Administration,1745,Public Transportation Emergency Relief Program,299088849.2
Department of Transportation,Federal Transit Administration,1746,Technical Assistance and Training,0
Department of Transportation,Federal Aviation Administration,1747,Operations,7177410614
Department of Transportation,Federal Aviation Administration,1748,"Facilities, Engineering and Development",0
Department of Transportation,Pipeline and Hazardous Materials Safety Administration,1750,Operational Expenses,13673517.14
Department of Transportation,Pipeline and Hazardous Materials Safety Administration,1751,Hazardous Materials Safety,37016502.81
Department of Transportation,Maritime Administration,1754,Ready Reserve Force,219552003.7
Department of Transportation,Maritime Administration,1755,Maritime Security Program,296482038.8
Department of Transportation,Office of the Secretary,1757,Research and Technology,13924490.51
Department of Transportation,Maritime Administration,1759,Operations and Training,105237947.8
Department of Transportation,Maritime Administration,1760,Ocean Freight Differential,0
Department of Transportation,Maritime Administration,1761,"Maritime Guaranteed Loan, (Title XI) Program Account",42062958.61
Department of Transportation,Maritime Administration,1763,Ship Disposal,6428599.16
Department of Transportation,Maritime Administration,1765,Assistance to Shipyards,6159.53
Department of Transportation,Federal Railroad Administration,1767,Northeast Corridor Grants to the National Railroad Passenger Corporation,321513202
Department of Transportation,Federal Railroad Administration,1768,National Network Grants to the National Railroad Passenger Corporation,1161245629
Department of Transportation,Saint Lawrence Seaway Development Corporation,1771,Saint Lawrence Seaway Development Corporation Fund,13968801.68
Department of Transportation,Federal Aviation Administration,1772,Aviation Insurance Revolving Fund,514492.27
Department of Transportation,Maritime Administration,1774,War-Risk Insurance Revolving Fund,0
Department of Transportation,Maritime Administration,1775,Vessel Operations Revolving Fund,7693130.06
Department of Transportation,Federal Railroad Administration,1777,"Financing Funds, Railroad Rehabilitation and Improvement, Liquidating Account",0
Department of Transportation,Office of the Secretary,1778,Working Capital Fund,268983578.1
Department of Transportation,Office of the Secretary,1779,Working Capital Fund,276683106.9
Department of Transportation,Federal Aviation Administration,1780,Administrative Services Franchise Fund,378352497.8
Department of Transportation,Pipeline and Hazardous Materials Safety Administration,1781,Pipeline Safety,60224191.38
Department of Transportation,Pipeline and Hazardous Materials Safety Administration,1782,Emergency Preparedness Grants,572432.05
Department of Transportation,Federal Aviation Administration,1783,Aviation User Fees,607334.61
Department of Transportation,Office of the Secretary,1784,Essential Air Service and Rural Airport Improvement Fund,110598796.7
Department of Transportation,Maritime Administration,1785,Port of Guam Improvement Enterprise Fund,4228.68
Department of Transportation,Federal Highway Administration,1797,Intermodal Urban Demonstration Project,0
Department of Transportation,Federal Highway Administration,1798,Carpool and Vanpool Projects,0
Department of Transportation,Saint Lawrence Seaway Development Corporation,1799,Operations and Maintenance,36028000
Department of Transportation,Federal Highway Administration,1800,Trust Fund Share of Other Highway Programs,0
Department of Transportation,Federal Highway Administration,1801,Baltimore-Washington Parkway Trust Fund,0
Department of Transportation,National Highway Traffic Safety Administration,1802,Operations and Research - Trust Fund,73152256.68
Department of Transportation,Federal Highway Administration,1803,Highway Safety Research and Development,0
Department of Transportation,National Highway Traffic Safety Administration,1805,"Highway Traffic Safety Grants, Liquidation of Contract Authorization, Trust Fund",376211037.8
Department of Transportation,Federal Highway Administration,1807,Study of Improvements to Highway 8 in Wisconsin,0
Department of Transportation,Federal Motor Carrier Safety Administration,1808,"National Motor Carrier Safety Program, iquidation of Contract Authorization",0
Department of Transportation,Federal Highway Administration,1809,Vehicular and Pedestrian Safety Demonstration Project,0
Department of Transportation,Federal Highway Administration,1810,"Advances from State Cooperating Agencies, Foreign Governments, and Other Federal Agencies",20966580.51
Department of Transportation,Federal Motor Carrier Safety Administration,1811,"Motor Carrier Safety, Limitation on Administrative Expenses",0
Department of Transportation,Federal Highway Administration,1812,Bridge Capacity Improvement,0
Department of Transportation,Federal Highway Administration,1813,Miscellaneous Highway Project,4511201.56
Department of Transportation,Federal Highway Administration,1814,"Construction and Improvements to Halls Mills Road, New Jersey",0
Department of Transportation,Federal Highway Administration,1815,Appalachian Development Highway System,0
Department of Transportation,Federal Highway Administration,1816,Highway Safety and Economic Development Projects,0
Department of Transportation,Federal Highway Administration,1817,Highway-Railroad Grade Crossing Safety Demonstration Project,0
Department of Transportation,Federal Highway Administration,1818,Nuclear Waste Transportation Safety Demonstration Project,0
Department of Transportation,Federal Highway Administration,1819,"Federal-Aid Highways, Liquidation of Contract Authorization",26647862427
Department of Transportation,Federal Highway Administration,1820,Highway Safety Improvement Demonstration Projects,0
Department of Transportation,Federal Highway Administration,1821,Highway Trust Fund - Treasury Managed,1769207
Department of Transportation,Federal Aviation Administration,1822,Airport and Airway Trust Fund - Treasury Managed,14271
Department of Transportation,Federal Aviation Administration,1823,"Operations, Airport and Airway Trust Fund",6182720492
Department of Transportation,Federal Aviation Administration,1824,"Grants-In-Aid for Airports, Liquidation of Contract Authorization, Airport and Airway Trust Fund",332316919.2
Department of Transportation,Federal Aviation Administration,1825,"Facilities and Equipment, Airport and Airway Trust Fund",1787181872
Department of Transportation,Federal Aviation Administration,1826,"Research, Engineering and Development, Airport and Airway Trust Fund",88458943.29
Department of Transportation,Federal Highway Administration,1827,Corridor Safety Improvement Demonstration Project,0
Department of Transportation,Pipeline and Hazardous Materials Safety Administration,1828,Trust Fund Share of Pipeline Safety,20288000
Department of Transportation,Federal Motor Carrier Safety Administration,1829,Motor Carrier Safety Grants,213628512.8
Department of Transportation,Federal Motor Carrier Safety Administration,1830,Motor Carrier Safety Operations and Programs,179133631.6
Department of Transportation,Federal Transit Administration,1831,"Discretionary Grants, Liquidation of Contract Authorization, Highway Trust Fund",0
Department of Transportation,Federal Highway Administration,1832,Contributions for Highway Research Program,178364.22
Department of Transportation,Federal Highway Administration,1833,"Cooperative Work, Forest Highways",44097.6
Department of Transportation,Office of the Secretary,1834,Payment to Air Carriers,111894037
Department of Transportation,Federal Transit Administration,1837,"Formula and Bus Grants, Liquidation of Contract Authorization",3930948492
Department of Transportation,National Highway Traffic Safety Administration,1838,National Driver Register,0
Department of Transportation,Federal Highway Administration,1839,Highway Demonstration Projects,0
Department of Transportation,Federal Highway Administration,1840,International Highway Transportation Outreach Program,0
Department of Transportation,Federal Highway Administration,1841,Climbing Lane and Highway Safety Demonstration Project,0
Department of Transportation,Federal Highway Administration,1842,Alabama Highway Bypass Demonstration Project,0
Department of Transportation,Federal Highway Administration,1843,Kentucky Bridge Demonstration Project,0
Department of Transportation,Federal Highway Administration,1844,Virginia HOV Safety Demonstration Project,0
Department of Transportation,Federal Highway Administration,1845,Urban Highway Corridor and Bicycle Transportation Demonstration Projects,0
Department of Transportation,Federal Highway Administration,1846,Pennsylvania Toll Road Demonstration Project,0
Department of Transportation,Federal Highway Administration,1847,Pennsylvania Reconstruction Demonstration Project,0
Department of Transportation,Federal Highway Administration,1848,Highway Projects,360.55
Department of Transportation,Federal Highway Administration,1849,Mineola Grade Crossing,0
Department of Transportation,Federal Highway Administration,1850,Metropolitan Planning Trust Fund,0
Department of Transportation,Federal Highway Administration,1851,"Right-of-Way Revolving Fund, Liquidation of Contract Authorization, Trust Fund",0
Department of Transportation,Federal Highway Administration,1852,"Technical Assistance, United States Dollars Advanced from Foreign Governments",0
Department of Transportation,Maritime Administration,1853,Gifts and Bequests,690914.77
Department of Transportation,Maritime Administration,1854,"Special Studies, Services and Projects",161389.46
Department of Transportation,Office of the Secretary,1855,Gifts and Bequests,0
Department of Transportation,Federal Railroad Administration,1856,"High-Speed Ground Transportation, Liquidation of Contract Authorization",0
Department of Transportation,Federal Highway Administration,1857,"Equipment, Supplies, Etc., for Cooperating Countries",0
Department of Homeland Security,Office of the Secretary and Executive Management,1858,"Office of the Secretary and Executive Management, Operations and Support",94131812.35
Department of Homeland Security,Office of the Secretary and Executive Management,1859,Counterterrorism Fund,0
Department of Homeland Security,Office of the Under Secretary for Management,1860,Department-Wide Technology Investments,6473424.63
Department of Homeland Security,Office of the Secretary and Executive Management,1861,Office of the Secretary and Executive Management,2237489.25
Department of Homeland Security,Office of the Under Secretary for Management,1862,Office of the Under Secretary for Management,9429242.14
Department of Homeland Security,Office of the Under Secretary for Management,1863,"Office of the Under Secretary for Management, Operations and Support",474118190.2
Department of Homeland Security,Office of the Under Secretary for Management,1864,Office of the Chief Information Officer,16281751.68
Department of Homeland Security,Analysis and Operations,1865,"Analysis and Operations, Operations and Support",148980051.1
Department of Homeland Security,Office of Health Affairs,1866,Operations and Support,92060094.58
Department of Homeland Security,Office of the Inspector General,1867,Office of the Inspector General,130033249.4
Department of Homeland Security,Office of the Inspector General,1868,Office of Inspector General - Recovery Act,0
Department of Homeland Security,Citizenship and Immigration Services,1869,Operations and Support,61933649.02
Department of Homeland Security,United States Secret Service,1870,Operations and Support,1280095650
Department of Homeland Security,United States Secret Service,1871,"Procurement, Construction, and Improvements",97269694.81
Department of Homeland Security,United States Secret Service,1874,Contribution for Annuity Benefits,168143124.8
Department of Homeland Security,Office of the Under Secretary for Management,1875,"Procurement, Construction, and Improvements",5977896.75
Department of Homeland Security,Citizenship and Immigration Services,1876,"Procurement, Construction, and Improvements",0
Department of Homeland Security,Transportation Security Administration,1877,"Procurement, Construction, and Improvements",89807511.98
Department of Homeland Security,Domestic Nuclear Detection Office,1878,Federal Assistance,5257735.47
Department of Homeland Security,National Protection and Programs Directorate,1879,"Procurement, Construction, and Improvements",107479121.1
Department of Homeland Security,Federal Emergency Management Agency,1880,Federal Assistance,155954144.4
Department of Homeland Security,Federal Emergency Management Agency,1881,"Procurement, Construction, and Improvements",15790644.48
Department of Homeland Security,Federal Emergency Management Agency,1883,Flood Hazard Mapping and Risk Analysis Program,19820965.28
Department of Homeland Security,U.S. Customs and Border Protection,1884,Customs and Border Protection,412711.15
Department of Homeland Security,U.S. Immigration and Customs Enforcement,1885,Immigration and Customs Enforcement,0
Department of Homeland Security,Transportation Security Administration,1887,"Expenses, Transportation Security Administration",412.16
Department of Homeland Security,Federal Law Enforcement Training Center,1888,Operations and Support,252297427.9
Department of Homeland Security,Federal Law Enforcement Training Center,1889,"Procurement, Construction, and Improvements",13158458.03
Department of Homeland Security,Federal Emergency Management Agency,1890,Office of Domestic Preparedness,0
Department of Homeland Security,National Protection and Programs Directorate,1891,Office of Biometric Identity Management,8805275.05
Department of Homeland Security,U.S. Customs and Border Protection,1892,Operations and Support,9398356508
Department of Homeland Security,U.S. Customs and Border Protection,1893,Automation Modernization,40070501.36
Department of Homeland Security,U.S. Customs and Border Protection,1894,"Procurement, Construction, and Improvements",444569892.5
Department of Homeland Security,U.S. Customs and Border Protection,1895,"Border Security Fencing, Infrastructure, and Technology",125198622.1
Department of Homeland Security,U.S. Immigration and Customs Enforcement,1896,Operations and Support,4701082864
Department of Homeland Security,Transportation Security Administration,1897,Federal Air Marshals,465102.24
Department of Homeland Security,National Protection and Programs Directorate,1898,Federal Protective Service,1196925969
Department of Homeland Security,U.S. Immigration and Customs Enforcement,1899,Automation Modernization,10464057.95
Department of Homeland Security,U.S. Customs and Border Protection,1900,Air and Marine Operations,25785813.94
Department of Homeland Security,U.S. Immigration and Customs Enforcement,1901,"Procurement, Construction, and Improvements",3694833.55
Department of Homeland Security,Transportation Security Administration,1902,Operations and Support,5015798689
Department of Homeland Security,Transportation Security Administration,1903,Surface Transportation Security,461625.98
Department of Homeland Security,Transportation Security Administration,1904,"Research and Development, Transportation Security Administration",0
Department of Homeland Security,Transportation Security Administration,1905,Transportation Security Support,10593157.91
Department of Homeland Security,Transportation Security Administration,1906,Intelligence and Vetting,41868016.42
Department of Homeland Security,Federal Emergency Management Agency,1907,State and Local Programs,7828094.78
Department of Homeland Security,Federal Emergency Management Agency,1908,Firefighter Assistance Grants,274935702.6
Department of Homeland Security,Federal Emergency Management Agency,1909,United States Fire Administration,221764.31
Department of Homeland Security,National Protection and Programs Directorate,1910,Infrastructure Protection and Information Security,137751282.5
Department of Homeland Security,National Protection and Programs Directorate,1911,Operations and Support,690867191.7
Department of Homeland Security,United States Coast Guard,1912,Retired Pay,1224827284
Department of Homeland Security,United States Coast Guard,1913,Operating Expenses,5238882349
Department of Homeland Security,United States Coast Guard,1914,Environmental Complaince and Restoration,9507015.48
Department of Homeland Security,United States Coast Guard,1915,Reserve Training,84053489.09
Department of Homeland Security,United States Coast Guard,1916,"Acquisition, Construction, and Improvements",1378611989
Department of Homeland Security,United States Coast Guard,1917,Alteration of Bridges,0
Department of Homeland Security,United States Coast Guard,1918,"Research, Development, Test, and Evaluation",13462954.4
Department of Homeland Security,United States Coast Guard,1919,Medicare-Eligible Retiree Health Fund Contribution,175506151
Department of Homeland Security,Federal Emergency Management Agency,1920,Operations and Support,648370948.9
Department of Homeland Security,Federal Emergency Management Agency,1921,Grant Programs,0
Department of Homeland Security,Federal Emergency Management Agency,1922,Disaster Relief,4556354857
Department of Homeland Security,Federal Emergency Management Agency,1923,Disaster Assistance Direct Loan Program Account,8594730.12
Department of Homeland Security,Federal Emergency Management Agency,1924,Emergency Food and Shelter,0
Department of Homeland Security,Federal Emergency Management Agency,1925,"Preparedness, Mitigation, Response, and Recovery",0
Department of Homeland Security,Federal Emergency Management Agency,1926,Administrative and Regional Operations,0
Department of Homeland Security,National Protection and Programs Directorate,1927,Biodefense Countermeasures,21.11
Department of Homeland Security,Federal Emergency Management Agency,1928,Radiological Emergency Preparedness Program,27189240.99
Department of Homeland Security,Federal Emergency Management Agency,1929,National Predisaster Mitigation Fund,37938682.01
Department of Homeland Security,Federal Emergency Management Agency,1931,Emergency Management Performance Grants,5178877.25
Department of Homeland Security,Science and Technology,1933,Operations and Support,292032843.9
Department of Homeland Security,Office of the Under Secretary for Management,1934,Research and Development,10000
Department of Homeland Security,Transportation Security Administration,1935,Research and Development,1300000
Department of Homeland Security,Science and Technology,1936,Research and Development,177413651.7
Department of Homeland Security,United States Secret Service,1937,Research and Development,0
Department of Homeland Security,National Protection and Programs Directorate,1938,Research and Development,2438183.28
Department of Homeland Security,Science and Technology,1939,Management and Administration,2336743.98
Department of Homeland Security,Domestic Nuclear Detection Office,1940,Research and Development,81275557.2
Department of Homeland Security,Domestic Nuclear Detection Office,1941,Operations and Support,92514752.15
Department of Homeland Security,Domestic Nuclear Detection Office,1942,"Procurement, Construction, and Improvements",45463250.79
Department of Homeland Security,National Protection and Programs Directorate,1943,Operating Expenses,0
Department of Homeland Security,Federal Emergency Management Agency,1944,National Flood Insurance Fund,3185817326
Department of Homeland Security,U.S. Customs and Border Protection,1945,Enhanced Inspectional Services,8327566.07
Department of Homeland Security,United States Coast Guard,1946,Supply Fund,47885449.38
Department of Homeland Security,Office of the Under Secretary for Management,1947,Working Capital Fund Departmental Management,341802563.9
Department of Homeland Security,U.S. Customs and Border Protection,1948,Advanced Training Center Revolving Fund,0
Department of Homeland Security,United States Coast Guard,1949,Yard Fund,85139217.63
Department of Homeland Security,U.S. Customs and Border Protection,1950,"Customs and Border Protection, Immigration User Fees",442439675.4
Department of Homeland Security,Citizenship and Immigration Services,1951,Immigration Examination Fees,2688355207
Department of Homeland Security,U.S. Customs and Border Protection,1952,"Customs and Border Protection, Land Border Inspection Fees",44590709
Department of Homeland Security,Citizenship and Immigration Services,1953,Immigration Services,10089999.45
Department of Homeland Security,U.S. Immigration and Customs Enforcement,1954,Breach Bond/Detention Fund,22124866.07
Department of Homeland Security,U.S. Immigration and Customs Enforcement,1955,Student and Exchange Visitor Program,103701401.8
