File,DataElementLabel,Definition,Use,Grouping
File D1 - Award and Awardee Attributes (Procurement),Type of IDC,"Identifies whether the IDC or Multi-Agency Contract is Indefinite Delivery/Definite Quantity. A requirements contract provides for filling all actual purchase requirements of designated Government activities for supplies or services during a specified contract period, with deliveries or performance to be scheduled by placing orders with the contractor. A Requirements IDC or Multi-Agency Contract is a contract for all of the agency's requirement for the supplies or services specified, and effective for the period stated, in the IDC or Multi-Agency Contract. After award, the contract is a mandatory source for the agency for the supplies or services specified. The quantities of supplies or services specified in the IDC or Multi-Agency Contract are estimates only and are not purchased by this contract. Except as this contract may otherwise provide, if the Government's requirements do not result in orders in the quantities described as ""estimated"" or ""maximum"" in the Schedule, that fact shall not constitute the basis for an equitable price adjustment. An indefinite-quantity contract provides for an indefinite quantity, within stated limits, of supplies or services during a fixed period. The Government places orders for individual requirements. Quantity limits may be stated as number of units or as dollar values. An Indefinite-Quantity is a contract for the supplies or services specified, and effective for the period stated, in the IDC or Multi-Agency Contract. The quantities of supplies and services specified in the IDC or Multi-Agency Contract are estimates only and are not purchased by this contract. A definite-quantity contract provides for delivery of a definite quantity of specific supplies or services for a fixed period, with deliveries or performance to be scheduled at designated locations upon order. A Definite Quantity IDC or Multi-Agency Contract is a definite-quantity, indefinite-delivery contract for the supplies or services specified, and effective for the period stated, in the IDC or Multi-Agency Contract.",Extracted,Key Contract Information
File D1 - Award and Awardee Attributes (Procurement),Type of IDC Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Type of IDC Field,Extracted,Key Contract Information
File D1 - Award and Awardee Attributes (Procurement),TypeOfContractPricing,The type of contract as defined in FAR Part 16 that applies to this procurement.,Extracted,Key Contract Information
File D1 - Award and Awardee Attributes (Procurement),TypeOfContractPricingDescriptionTag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the TypeOfContractPricing Field,Extracted,Key Contract Information
File D1 - Award and Awardee Attributes (Procurement),AwardDescription,A brief description of the purpose of the award.,Extracted,Key Contract Information
File D1 - Award and Awardee Attributes (Procurement),ActionType,Description (and corresponding code) that provides information on any changes made to the Federal prime award. There are typically multiple actions for each award.,Extracted,Key Contract Information
File D1 - Award and Awardee Attributes (Procurement),ActionTypeDescriptionTag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the ActionType Field,Extracted,Key Contract Information
File D1 - Award and Awardee Attributes (Procurement),Solicitation Identifier,Identifier used to link transactions in FPDS-NG to solicitation information.,Extracted,Key Contract Information
File D1 - Award and Awardee Attributes (Procurement),Number of Actions,The number input by the agency that identifies number of actions that are reported in one modification.,Extracted,Key Contract Information
File D1 - Award and Awardee Attributes (Procurement),Inherently Governmental Functions,"Indicates the type of the ""Inherently Governmental Function"" used on the action.",Extracted,Key Contract Information
File D1 - Award and Awardee Attributes (Procurement),Inherently Governmental Functions Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Inherently Governmental Functions field.,Extracted,Key Contract Information
File D1 - Award and Awardee Attributes (Procurement),Product or Service Code,The code that best identifies the product or service procured. Codes are defined in the Product and Service Codes Manual.,Extracted,Product or Service Information
File D1 - Award and Awardee Attributes (Procurement),Product or Service Code Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Product or Service Code Field,Extracted,Product or Service Information
File D1 - Award and Awardee Attributes (Procurement),Contract Bundling,"Designates that the value of the contract, including all options, is expected to exceed the threshold, whose value is: (1) $5 million until 09/27/2006 (2) $5.5 million from 09/28/2006 to 09/30/2010 (3) $6 million from 10/01/2010. The contracting officer determines this contract action is a result of consolidating two or more requirements previously solicited, provided or performed under separate small contracts into a solicitation for a single contract likely to be unsuitable for award to a small business concern. Indicates the reason why the agency bundled contract requirements.",Extracted,Product or Service Information
File D1 - Award and Awardee Attributes (Procurement),Contract Bundling Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Contract Bundling Field,Extracted,Product or Service Information
File D1 - Award and Awardee Attributes (Procurement),DoD Claimant Program Code,"A claimant program number designates a grouping of supplies, construction, or other services.",Extracted,Product or Service Information
File D1 - Award and Awardee Attributes (Procurement),DoD Claimant Program Code Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the DoD Claimant Program Code Field,Extracted,Product or Service Information
File D1 - Award and Awardee Attributes (Procurement),NAICS,The identifier that represents the North American Industrial Classification System (NAICS) Code assigned to the solicitation and resulting award identifying the industry in which the contract requirements are normally performed.,Extracted,Product or Service Information
File D1 - Award and Awardee Attributes (Procurement),NAICS_Description,The title associated with the NAICS Code.,Extracted,Product or Service Information
File D1 - Award and Awardee Attributes (Procurement),Recovered Materials/Sustainability,Designates whether Recovered Material Certification and/or Estimate of Percentage of Recovered Material Content for EPA-Designated Products clauses were included in the contract.,Extracted,Product or Service Information
File D1 - Award and Awardee Attributes (Procurement),Recovered Materials/Sustainability Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Recovered Materials/Sustainability Field,Extracted,Product or Service Information
File D1 - Award and Awardee Attributes (Procurement),Domestic or Foreign Entity,Code that indicates vendor entity,Extracted,Product or Service Information
File D1 - Award and Awardee Attributes (Procurement),Domestic or Foreign Entity Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Domestic or Foreign Entity Field,Extracted,Product or Service Information
File D1 - Award and Awardee Attributes (Procurement),DOD Acquisition Program,"Two codes that together identify the program and weapons system or equipment purchased by a DoD agency. The first character is a number 1-4 that identifies the DoD component. The last 3 characters identify that component's program, system, or equipment.",Extracted,Product or Service Information
File D1 - Award and Awardee Attributes (Procurement),DOD Acquisition Program Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the DOD Acquisition Program field.,Extracted,Product or Service Information
File D1 - Award and Awardee Attributes (Procurement),Information Technology Commercial Item Category,A code that designates the commercial availability of an information technology product or service.,Extracted,Product or Service Information
File D1 - Award and Awardee Attributes (Procurement),Information Technology Commercial Item Category Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Information Technology Commercial Item Category Field,Extracted,Product or Service Information
File D1 - Award and Awardee Attributes (Procurement),EPA-Designated Product,"The Resource Conservation and Recovery Act (RCRA), Section 6002, and Executive Order 13101 require the purchase of Environmental Protection Agency (EPA) -designated products with a required minimum recovered material content as described in an agency's Affirmative Procurement Program (APP). This list of EPA-designated products is available at http://www.epa.gov/cpg. This requirement applies to all contracts that require EPA-designated products.",Extracted,Product or Service Information
File D1 - Award and Awardee Attributes (Procurement),EPA-Designated Product Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the EPA-Designated Product Field,Extracted,Product or Service Information
File D1 - Award and Awardee Attributes (Procurement),Country of Product or Service Origin,Identifies the country of product or service origin.,Extracted,Product or Service Information
File D1 - Award and Awardee Attributes (Procurement),Country of Product or Service Origin Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Country of Product or Service Origin Field,Extracted,Product or Service Information
File D1 - Award and Awardee Attributes (Procurement),Place of Manufacture,Represents whether the end products procured by the contract are manufactured inside or outside the U.S. in accordance with the Buy American Act (see FAR 25.1) and any exceptions or reasons for waivers employed.,Extracted,Product or Service Information
File D1 - Award and Awardee Attributes (Procurement),Place of Manufacture Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Place of Manufacture Field,Extracted,Product or Service Information
File D1 - Award and Awardee Attributes (Procurement),Subcontracting Plan,Subcontracting plan requirement. (See FAR Part 19.702).,Extracted,Preference Programs
File D1 - Award and Awardee Attributes (Procurement),Subcontracting Plan Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Subcontracting Plan Field,Extracted,Preference Programs
File D1 - Award and Awardee Attributes (Procurement),Extent Competed,A code that represents the competitive nature of the contract.,Extracted,Competition
File D1 - Award and Awardee Attributes (Procurement),Extent Competed Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Extent Competed Field,Extracted,Competition
File D1 - Award and Awardee Attributes (Procurement),Solicitation Procedures,The designator for competitive solicitation procedures available.,Extracted,Competition
File D1 - Award and Awardee Attributes (Procurement),Solicitation Procedures Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Solicitation Procedures Field,Extracted,Competition
File D1 - Award and Awardee Attributes (Procurement),Type Set Aside,The designator for type of set aside determined for the contract action.,Extracted,Competition
File D1 - Award and Awardee Attributes (Procurement),Type Set Aside Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Type Set Aside Field,Extracted,Competition
File D1 - Award and Awardee Attributes (Procurement),Evaluated Preference,The designator for type of preference determined for the contract action.,Extracted,Competition
File D1 - Award and Awardee Attributes (Procurement),Evaluated Preference Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Evaluated Preference Field,Extracted,Competition
File D1 - Award and Awardee Attributes (Procurement),Research,The designator for type of research determined for the contract action.,Extracted,Competition
File D1 - Award and Awardee Attributes (Procurement),Research Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Research Field,Extracted,Competition
File D1 - Award and Awardee Attributes (Procurement),Fair Opportunity Limited Sources,"A code indicating a statutory exception to Fair Opportunity, used awarding a non competitive task order or delivery order exceeding $2500.00 against an IDIQ contract.",Extracted,Competition
File D1 - Award and Awardee Attributes (Procurement),Fair Opportunity Limited Sources Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Fair Opportunity Limited Sources Field,Extracted,Competition
File D1 - Award and Awardee Attributes (Procurement),Other than Full and Open Competition,The designator for solicitation procedures other than full and open competition pursuant to FAR 6.3.,Extracted,Competition
File D1 - Award and Awardee Attributes (Procurement),Other than Full and Open Competition Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Other than Full and Open Competition Field,Extracted,Competition
File D1 - Award and Awardee Attributes (Procurement),Number of Offers Received,The number of actual offers/bids received in response to the solicitation.,Extracted,Competition
File D1 - Award and Awardee Attributes (Procurement),Commercial Item Acquisition Procedures,Indicates whether the solicitation used the special requirements for the acquisition of commercial items intended to more closely resemble those customarily used in the commercial marketplace as defined by FAR Part 12.,Extracted,Competition
File D1 - Award and Awardee Attributes (Procurement),Commercial Item Acquisition Procedures Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Commercial Item Acquisition Procedures Field,Extracted,Competition
File D1 - Award and Awardee Attributes (Procurement),Small Business Competitiveness Demonstration Program,"Indicates whether the contract was awarded to a U.S. business concern as a result of a solicitation issued on or after Jan 1, 1989 for the four designated industry groups or the ten targeted industry categories as part of the Small Business Competitiveness Program as defined by FAR Part 19.10.",Extracted,Competition
File D1 - Award and Awardee Attributes (Procurement),Commercial Item Test Program,"Indicates whether the solicitation used Commercial Item Acquisition Procedures (FAR Part 12) and Simplified Acquisition Procedures (FAR Part 13.5) for acquisitions above  the  Simplified  Acquisition  Threshold  and  below $6,500,000",Extracted,Competition
File D1 - Award and Awardee Attributes (Procurement),Commercial Item Test Program Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Commercial Item Test Program Field,Extracted,Competition
File D1 - Award and Awardee Attributes (Procurement),A-76 FAIR Act Action,Indicates whether the contract action resulted from an A- 76/Fair Act competitive sourcing process.,Extracted,Competition
File D1 - Award and Awardee Attributes (Procurement),A-76 FAIR Act Action Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the A-76 FAIR Act Action Field,Extracted,Competition
File D1 - Award and Awardee Attributes (Procurement),FedBizOpps,Indicates whether the synopsis requirements of FAR Subpart 5.2. have been observed.,Extracted,Competition
File D1 - Award and Awardee Attributes (Procurement),FedBizOppsDescriptionTag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the FedBizOpps Field,Extracted,Competition
File D1 - Award and Awardee Attributes (Procurement),Local Area Set Aside,"When awarding emergency response contracts during the term of a major disaster or emergency declaration by the President of the United States under the authority of the Robert T. Stafford Disaster Relief and Emergency Assistance Act (42 U.S.C. 5121, et seq.), preference shall be given, to the extent feasible and practicable, to local firms. Preference may be given through a local area set-aside or an evaluation preference. Note: When the value for the data element 'Multiple or Single Award IDV' is 'Single' on the Referenced IDV, the value for 'Local
Area Set Aside' is propagated from the BPA. When the value is 'Multiple' user input is required.",Extracted,Competition
File D1 - Award and Awardee Attributes (Procurement),Local Area Set Aside Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Local Area Set Aside Field,Extracted,Competition
File D1 - Award and Awardee Attributes (Procurement),Price Evaluation Adjustment Preference Percent Difference,The designator for type of preference determined for the contract action.,Extracted,Competition
File D1 - Award and Awardee Attributes (Procurement),Clinger-Cohen Act Planning Compliance,A code indicating the funding office has certified that the information technology purchase meets the planning requirements in 40 USC 11312 & 40 USC 11313.,Extracted,Legislative Mandates
File D1 - Award and Awardee Attributes (Procurement),Clinger-Cohen Act Planning Compliance Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Clinger-Cohen Act Planning Compliance Field,Extracted,Legislative Mandates
File D1 - Award and Awardee Attributes (Procurement),"Materials, Supplies, Articles & Equip","Indicates whether the transaction is subject to the Contracts for Materials, Supplies, Articles, and Equipment Exceeding $15,000.",Extracted,Legislative Mandates
File D1 - Award and Awardee Attributes (Procurement),"Materials, Supplies, Articles & Equip Description Tag","Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Contracts for Materials, Supplies, Articles, and Equipment Exceeding $15,000 Field.",Extracted,Legislative Mandates
File D1 - Award and Awardee Attributes (Procurement),Labor Standards,Indicates whether the transaction is subject to the Service Contract Labor Standards.,Extracted,Legislative Mandates
File D1 - Award and Awardee Attributes (Procurement),Labor Standards Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Service Contract Labor Standards Field.,Extracted,Legislative Mandates
File D1 - Award and Awardee Attributes (Procurement),Construction Wage Rate Requirements,Indicates whether the transaction is subject to the Wage Rate Requirements (Construction).,Extracted,Legislative Mandates
File D1 - Award and Awardee Attributes (Procurement),Construction Wage Rate Requirements Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Wage Rate Requirements (Construction) Field.,Extracted,Legislative Mandates
File D1 - Award and Awardee Attributes (Procurement),Interagency Contracting Authority,Indicates whether the transaction is an Economy Act or Statutory Authority,Extracted,Legislative Mandates
File D1 - Award and Awardee Attributes (Procurement),Interagency Contracting Authority Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Interagency Contracting Authority Field,Extracted,Legislative Mandates
File D1 - Award and Awardee Attributes (Procurement),Other Statutory Authority,"Indicates whether the transaction is subject to other statutory authority. If ""Interagency Contracting Authority"" is ""Other Statutory Authority"" then an entry is required in this data element.",Extracted,Legislative Mandates
File D1 - Award and Awardee Attributes (Procurement),Program Acronym,"The short name or title used for a GWAC or other contracting program. Examples include COMMITS, ITOPS, SEWP.",Extracted,Additional Contract Information
File D1 - Award and Awardee Attributes (Procurement),Referenced IDV Type,"The type of Indefinite Delivery Vehicle (IDV) being loaded by the IDV referenced in this transaction. Referenced IDV Types include Government-Wide Acquisition Contract (GWAC), Multi-Agency Contract, Other Indefinite Delivery Contract (IDC), Federal Supply Schedule (FSS), Basic Ordering Agreement (BOA), and Blanket Purchase Agreements (BPA).",Extracted,Additional Contract Information
File D1 - Award and Awardee Attributes (Procurement),Referenced IDV Type Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Referenced_IDV_Type Field,Extracted,Additional Contract Information
File D1 - Award and Awardee Attributes (Procurement),Referenced IDV Multiple or Single,"Indicates whether the contract of the referenced iDV is one of many that resulted from a single solicitation, all of the contracts are for the same or similar items, and contracting officers are required to compare their requirements with the offerings under more than one contract or are required to acquire the requirement competitively among the awardees. BPA ""Multiple or Single Award IDV"" value does not pull the ""Multiple or Single Award IDV"" value of the referenced FSS to the BPA. The ""Multiple or Single Award IDV"" value shall be required and selected by the user for all BPA bases created.",Extracted,Additional Contract Information
File D1 - Award and Awardee Attributes (Procurement),Referenced IDV Multiple or Single Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Referenced IDV Multiple or Single Field,Extracted,Additional Contract Information
File D1 - Award and Awardee Attributes (Procurement),Major program,"The agency determined code for a major program within the agency. For an Indefinite Delivery Vehicle, this may be the name of a GWAC (e.g., ITOPS or COMMITS).",Extracted,Additional Contract Information
File D1 - Award and Awardee Attributes (Procurement),National Interest Action,A code that represents the national interest for which the contract is created.,Extracted,Additional Contract Information
File D1 - Award and Awardee Attributes (Procurement),National Interest Action Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the National Interest Action Field,Extracted,Additional Contract Information
File D1 - Award and Awardee Attributes (Procurement),Cost or Pricing Data,"A designator that indicates if cost or pricing was obtained, not obtained or waived.",Extracted,Additional Contract Information
File D1 - Award and Awardee Attributes (Procurement),Cost or Pricing Data Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Cost or Pricing Data Field,Extracted,Additional Contract Information
File D1 - Award and Awardee Attributes (Procurement),Cost Accounting Standards Clause,Indicates whether the contract includes a Cost Accounting Standards clause.,Extracted,Additional Contract Information
File D1 - Award and Awardee Attributes (Procurement),Cost Accounting Standards Clause Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Cost Accounting Standards Clause Field,Extracted,Additional Contract Information
File D1 - Award and Awardee Attributes (Procurement),Government Furnished Property GFP,"The contract uses equipment or property furnished by the government, pursuant to FAR 45.",Extracted,Additional Contract Information
File D1 - Award and Awardee Attributes (Procurement),Government Furnished Property GFP Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Government Furnished Property GFP Field,Extracted,Additional Contract Information
File D1 - Award and Awardee Attributes (Procurement),Sea Transportation,A code designating whether the contractor anticipates some of the supplies may be transported by sea.,Extracted,Additional Contract Information
File D1 - Award and Awardee Attributes (Procurement),Sea Transportation Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Sea Transportation Field,Extracted,Additional Contract Information
File D1 - Award and Awardee Attributes (Procurement),Undefinitized Action,Designates whether the contact action is an Undefinitized Action.,Extracted,Additional Contract Information
File D1 - Award and Awardee Attributes (Procurement),Undefinitized Action Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Undefinitized Action Field,Extracted,Additional Contract Information
File D1 - Award and Awardee Attributes (Procurement),Consolidated Contract,Indicates whether the contract is a consolidated contract. This is only 'True if the Funding Agency or the contracting agency is a DoD Agency. Data field exists in XML schema version 1.2 and later only.,Extracted,Additional Contract Information
File D1 - Award and Awardee Attributes (Procurement),Consolidated Contract Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Consolidated Contract Field,Extracted,Additional Contract Information
File D1 - Award and Awardee Attributes (Procurement),Performance-Based Service Acquisition,"Indicates whether the contract action is a PBA of services as defined by FAR 37.601. A PBSA: a. Describes the requirements in terms of results required rather than the methods of performance of the work b. Uses measurable performance standards (i.e. terms of quality, timelines, quantity etc.) and quality assurance surveillance plans (refer to 46.103(a) and 46.401(a)) c. Specifies procedures for reductions of fee or for reductions to the price of a fixed-price contract when services are not performed or do not meet contract requirements (refer to 46.407) d. Includes performance incentives where applicable. For FPDS reporting purposes, a minimum of 80% of the anticipated obligations under the procurements action must meet the above requirements for FY 2004 and prior and a minimum of 50% of the anticipated obligations under the procurements action must meet the above requirements for FY 2005 and later.",Extracted,Additional Contract Information
File D1 - Award and Awardee Attributes (Procurement),Performance-Based Service Acquisition Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Performance-Based Service Acquisition Field,Extracted,Additional Contract Information
File D1 - Award and Awardee Attributes (Procurement),Multi Year Contract,"A multi-year contract means a contract for the purchase of supplies or services for more than 1, but not more than 5, program years. Such contracts are issued under specific congressional authority for specific programs. A multi-year contract may provide that performance under the contract during the second and subsequent years of the contract is contingent upon the appropriation of funds,
and (if it does so provide) may provide for a cancellation payment to be made to the contractor if appropriations are not made. The key distinguishing difference between multi-year contracts and multiple year contracts is that multi-year contracts buy more than 1 year of requirement (of a product or service) without establishing and having to exercise an option for each program year after the first.",Extracted,Additional Contract Information
File D1 - Award and Awardee Attributes (Procurement),Multi Year Contract Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Multi Year Contract Field,Extracted,Additional Contract Information
File D1 - Award and Awardee Attributes (Procurement),Contract Financing,"Type of financing used to effect payment (progress payments, advance payments, etc.)",Extracted,Additional Contract Information
File D1 - Award and Awardee Attributes (Procurement),Contract Financing Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Contract Financing Field,Extracted,Additional Contract Information
File D1 - Award and Awardee Attributes (Procurement),Purchase Card as Payment Method,Indicates whether the method of payment is the Purchase Card. Agencies may issue formal contract documents and make payment using the Purchase Card. It is also permitted that agencies may report Purchase Card purchases.,Extracted,Additional Contract Information
File D1 - Award and Awardee Attributes (Procurement),Purchase Card as Payment Method Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Purchase Card as Payment Method Field,Extracted,Additional Contract Information
File D1 - Award and Awardee Attributes (Procurement),Contingency Humanitarian or Peacekeeping Operation,"A designator of contract actions that support a declared contingency operation, a declared humanitarian operation or a declared peacekeeping operation.",Extracted,Additional Contract Information
File D1 - Award and Awardee Attributes (Procurement),Contingency Humanitarian or Peacekeeping Operation Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Contingency Humanitarian or Peacekeeping Operation Field,Extracted,Additional Contract Information
File D1 - Award and Awardee Attributes (Procurement),Alaskan Native Owned Corporation or Firm,https://www.sam.gov,Extracted,Vendor (Socioeconomic Indicators)
File D1 - Award and Awardee Attributes (Procurement),American Indian Owned Business,https://www.sam.gov,Extracted,Vendor (Socioeconomic Indicators)
File D1 - Award and Awardee Attributes (Procurement),Indian Tribe Federally Recognized,https://www.sam.gov,Extracted,Vendor (Socioeconomic Indicators)
File D1 - Award and Awardee Attributes (Procurement),Native Hawaiian Owned Business,https://www.sam.gov,Extracted,Vendor (Socioeconomic Indicators)
File D1 - Award and Awardee Attributes (Procurement),Tribally Owned Business,https://www.sam.gov,Extracted,Vendor (Socioeconomic Indicators)
File D1 - Award and Awardee Attributes (Procurement),Veteran Owned Business,"List characteristic of the contractor such as whether the selected contractor is a Veteran Owned Business or not. It can be derived from the SAM data element, 'Business Types'.",Extracted,Vendor (Socioeconomic Indicators)
File D1 - Award and Awardee Attributes (Procurement),Service Disabled Veteran Owned Business,"List characteristic of the contractor such as whether the selected contractor is a Veteran Owned Business or not. It can be derived from the SAM data element, 'Business Types'.",Extracted,Vendor (Socioeconomic Indicators)
File D1 - Award and Awardee Attributes (Procurement),Woman Owned business,"List characteristic of the contractor such as whether the selected contractor is a Woman Owned Business or not. It can be derived from the SAM data element, 'Business Types'.",Extracted,Vendor (Socioeconomic Indicators)
File D1 - Award and Awardee Attributes (Procurement),Women Owned Small Business,"https://www.sam.gov OR List characteristic of the contractor such as whether the selected contractor is a Woman Owned Small Business or not. It can be derived from the SAM data element, 'Business Types'.",Extracted,Vendor (Socioeconomic Indicators)
File D1 - Award and Awardee Attributes (Procurement),Economically Disadvantaged Women Owned Small Business,"https://www.sam.gov OR List characteristic of the contractor such as whether the selected contractor is an Economically Disadvantaged Woman Owned Small Business or not. It can be derived from the SAM data element, 'Business Types'.",Extracted,Vendor (Socioeconomic Indicators)
File D1 - Award and Awardee Attributes (Procurement),Joint Venture Women Owned Small Business,"https://www.sam.gov OR List characteristic of the contractor such as whether the selected contractor is an Economically Disadvantaged Woman Owned Small Business or not. It can be derived from the SAM data element, 'Business Types'.",Extracted,Vendor (Socioeconomic Indicators)
File D1 - Award and Awardee Attributes (Procurement),Joint Venture Economically Disadvantaged Women Owned Small Business,"https://www.sam.gov OR List characteristic of the contractor such as whether the selected contractor is an Economically Disadvantaged Woman Owned Small Business or not. It can be derived from the SAM data element, 'Business Types'.",Extracted,Vendor (Socioeconomic Indicators)
File D1 - Award and Awardee Attributes (Procurement),Minority Owned Business,https://www.sam.gov,Extracted,Vendor (Socioeconomic Indicators)
File D1 - Award and Awardee Attributes (Procurement),Subcontinent Asian Asian - Indian American Owned Business,"List characteristic of the contractor such as whether the selected contractor is a Subcontinent Asian (Asian- Indian) American Owned Business or not. It can be derived from the SAM data element, 'Business Types'.",Extracted,Vendor (Socioeconomic Indicators)
File D1 - Award and Awardee Attributes (Procurement),Asian Pacific American Owned Business,"List characteristic of the contractor such as whether the selected contractor is an Asian-Pacific American Owned Business or not. It can be derived from the SAM data element, 'Business Types'.",Extracted,Vendor (Socioeconomic Indicators)
File D1 - Award and Awardee Attributes (Procurement),Black American Owned Business,"List characteristic of the contractor such as whether the selected contractor is a Black American Owned Business or not. It can be derived from the SAM data element, 'Business Types'.",Extracted,Vendor (Socioeconomic Indicators)
File D1 - Award and Awardee Attributes (Procurement),Hispanic American Owned Business,"List characteristic of the contractor such as whether the selected contractor is a Hispanic American Owned Business or not. It can be derived from the SAM data
element, 'Business Types'.",Extracted,Vendor (Socioeconomic Indicators)
File D1 - Award and Awardee Attributes (Procurement),Native American Owned Business,"List characteristic of the contractor such as whether the selected contractor is a Native American Owned Business or not. It can be derived from the SAM data element, 'Business Types'.",Extracted,Vendor (Socioeconomic Indicators)
File D1 - Award and Awardee Attributes (Procurement),Other Minority Owned Business,https://www.sam.gov,Extracted,Vendor (Socioeconomic Indicators)
File D1 - Award and Awardee Attributes (Procurement),Contracting Officer's Determination of Business Size,The Contracting Officer's determination of whether the selected contractor meets the small business size standard for award to a small business for the NAICS code that is applicable to the contract.,Extracted,Vendor (Socioeconomic Indicators)
File D1 - Award and Awardee Attributes (Procurement),Contracting Officer's Determination of Business Size Description Tag,Description tag (by way of the FPDS Atom Feed) that explains the meaning of the code provided in the Contracting Officer's Determination of Business Size Field,Extracted,Vendor (Socioeconomic Indicators)
File D1 - Award and Awardee Attributes (Procurement),Emerging Small business,"List characteristic of the contractor such as whether the selected contractor is a Emerging Small Business Organization or not. It can be derived from the SAM data element, 'Business Types'.",Extracted,Vendor (Socioeconomic Indicators)
File D1 - Award and Awardee Attributes (Procurement),Community Developed Corporation Owned Firm,https://www.sam.gov,Extracted,Vendor (Business Types)
File D1 - Award and Awardee Attributes (Procurement),Labor Surplus Area Firm,https://www.sam.gov,Extracted,Vendor (Business Types)
File D1 - Award and Awardee Attributes (Procurement),U.S. Federal Government,"List characteristic of the contractor such as whether the selected contractor is a Federal Government Organization or not. It can be derived from the SAM data element, 'Business Types'.",Extracted,Vendor (Business Types)
File D1 - Award and Awardee Attributes (Procurement),Federally Funded Research and Development Corp,https://www.sam.gov,Extracted,Vendor (Business Types)
File D1 - Award and Awardee Attributes (Procurement),Federal Agency,https://www.sam.gov,Extracted,Vendor (Business Types)
File D1 - Award and Awardee Attributes (Procurement),U.S. State Government,"List characteristic of the contractor such as whether the selected contractor is a State Government Organization or not. It can be derived from the SAM data element, 'Business Types'.",Extracted,Vendor (Business Types)
File D1 - Award and Awardee Attributes (Procurement),U.S. Local Government,"List characteristic of the contractor such as whether the selected contractor is a Local Government Organization or not. It can be derived from the SAM data element, 'Business Types'. ",Extracted,Vendor (Business Types)
File D1 - Award and Awardee Attributes (Procurement),City Local Government,https://www.sam.gov,Extracted,Vendor (Business Types)
File D1 - Award and Awardee Attributes (Procurement),County Local Government,https://www.sam.gov,Extracted,Vendor (Business Types)
